#Año	Mes	CentMaq	Fuente	Region	EnGenerada-GWh
2014	5	60	3	107	0
2014	5	66	1	104	0
2014	5	66	1	104	0
2014	5	67	5	104	0.6
2014	5	71	5	107	2.7
2014	5	72	5	102	2.4
2014	5	74	4	108	14.6
2014	5	75	5	107	1.1
2014	5	78	5	102	2.1
2014	5	82	4	101	0
2014	5	84	3	101	0
2014	5	85	5	104	0
2014	5	87	1	101	0
2014	5	87	1	101	0
2014	5	96	5	102	3.9
2014	5	97	1	101	0
2014	5	97	1	101	0
2014	5	102	3	106	5.8
2014	5	103	5	107	4.9
2014	5	104	5	104	4.2
2014	5	105	4	108	13.2
2014	5	106	4	108	8.3
2014	5	108	5	102	5.1
2014	5	110	5	107	13.2
2014	5	111	5	103	0
2014	5	112	5	107	2.5
2014	5	113	5	104	0.1
2014	5	115	5	103	0
2014	5	116	1	104	0
2014	5	116	1	104	0
2014	5	116	1	104	0
2014	5	118	5	105	0
2014	5	119	5	104	0
2014	5	122	6	104	0.2
2014	5	123	2	101	2.1
2014	5	124	5	104	1.6
2014	5	125	2	101	7.1
2014	5	126	1	105	0
2014	5	129	5	102	6.1
2014	5	130	3	107	3.4
2014	5	135	1	105	0
2014	5	138	4	108	0.5
2014	5	140	5	107	3.1
2014	5	144	5	104	0
2014	6	2	1	105	0
2014	6	2	1	105	0
2014	6	5	5	108	8.8
2014	6	9	4	107	2.2
2014	6	9	4	107	4
2014	6	18	5	104	0
2014	6	19	5	107	2.4
2014	6	21	5	102	0.7
2014	6	23	5	104	0
2014	6	24	5	102	2.9
2014	6	25	5	102	0
2014	6	26	5	103	2.1
2014	6	28	6	104	0.2
2014	6	31	5	103	0
2014	6	33	5	104	0.1
2014	6	38	5	104	0.5
2014	6	40	4	108	2.5
2014	6	42	1	101	0
2014	6	42	1	101	0.5
2014	6	46	5	107	10
2014	6	47	5	104	0.2
2014	6	49	5	102	3.2
2014	6	56	6	104	0.3
2014	6	57	6	104	0.4
2014	6	58	6	104	0
2014	6	60	3	107	0
2014	6	66	1	104	0
2014	6	66	1	104	0
2014	6	67	5	104	0.4
2014	6	71	5	107	2.6
2014	6	72	5	102	0.5
2014	6	74	4	108	14.5
2014	6	75	5	107	0.1
2014	6	78	5	102	1.6
2014	6	82	4	101	0
2014	6	84	3	101	0
2014	6	85	5	104	0
2014	6	87	1	101	0
2014	6	87	1	101	0
2014	6	96	5	102	3.6
2014	6	97	1	101	0
2014	6	97	1	101	0
2014	6	102	3	106	3.3
2014	6	103	5	107	3.5
2014	6	104	5	104	0.1
2014	6	105	4	108	13.4
2014	6	106	4	108	8.1
2014	6	108	5	102	2.4
2014	6	110	5	107	12.7
2014	6	111	5	103	0
2014	6	112	5	107	2
2014	6	113	5	104	0.1
2014	6	115	5	103	0
2014	6	116	1	104	0
2014	6	116	1	104	0
2014	6	116	1	104	0
2014	6	118	5	105	0
2014	6	119	5	104	0
2014	6	122	6	104	0.1
2014	6	123	2	101	2.1
2014	6	124	5	104	0
2014	6	125	2	101	7.3
2014	6	126	1	105	0
2014	6	129	5	102	5.1
2014	6	130	3	107	7.1
2014	6	135	1	105	0
2014	6	138	4	108	0.7
2014	6	140	5	107	3.5
2014	6	144	5	104	0
2014	7	2	1	105	0
2014	7	2	1	105	0
2014	7	5	5	108	9
2014	7	9	4	107	2.1
2014	7	9	4	107	3.4
2014	7	18	5	104	0
2014	7	19	5	107	2.8
2014	7	21	5	102	0.6
2014	7	23	5	104	2.1
2014	7	24	5	102	3.2
2014	7	25	5	102	0.1
2014	7	26	5	103	2.2
2014	7	28	6	104	0.3
2014	7	31	5	103	0
2014	7	33	5	104	0
2014	7	38	5	104	1.1
2014	7	40	4	108	2.4
2014	7	42	1	101	0
2014	7	42	1	101	0.2
2014	7	46	5	107	5.2
2014	7	47	5	104	0
2014	7	49	5	102	3.3
2014	7	56	6	104	0.3
2014	7	57	6	104	0.4
2014	7	58	6	104	0
2014	7	60	3	107	1
2014	7	66	1	104	0
2014	7	66	1	104	0
2014	7	67	5	104	0.5
2014	7	71	5	107	2.9
2014	7	72	5	102	0
2014	7	74	4	108	15.4
2014	7	75	5	107	0.2
2014	7	78	5	102	1.9
2014	7	82	4	101	0
2014	7	84	3	101	0
2014	7	85	5	104	0
2014	7	87	1	101	0
2014	7	87	1	101	0
2014	7	96	5	102	2.6
2014	7	97	1	101	0
2014	7	97	1	101	0
2014	7	102	3	106	2.2
2014	7	103	5	107	2.9
2014	7	104	5	104	0.6
2014	7	105	4	108	14
2014	7	106	4	108	8.3
2014	7	108	5	102	2.7
2014	7	110	5	107	12.8
2014	7	111	5	103	0
2014	7	112	5	107	0.1
2014	7	113	5	104	0.1
2014	7	115	5	103	0
2014	7	116	1	104	0
2014	7	116	1	104	0
2014	7	116	1	104	0
2014	7	118	5	105	0.1
2014	7	119	5	104	0
2014	7	122	6	104	0.2
2014	7	123	2	101	2.2
2014	7	124	5	104	0
2014	7	125	2	101	7.1
2014	7	126	1	105	0
2014	7	129	5	102	5.2
2014	7	130	3	107	1.7
2014	7	135	1	105	0
2014	7	138	4	108	1
2014	7	140	5	107	4.1
2014	7	144	5	104	11.2
2014	8	2	1	105	0
2014	8	2	1	105	0
2014	8	5	5	108	8.8
2014	8	9	4	107	2.7
2014	8	9	4	107	4.4
2014	8	18	5	104	0
2014	8	19	5	107	2.9
2014	8	21	5	102	0.7
2014	8	23	5	104	6.8
2014	8	24	5	102	5.2
2014	8	25	5	102	0.2
2014	8	26	5	103	2.1
2014	8	28	6	104	0.3
2014	8	31	5	103	0.6
2014	8	33	5	104	1.2
2014	8	38	5	104	2
2014	8	40	4	108	2.4
2014	8	42	1	101	0
2014	8	42	1	101	0
2014	8	46	5	107	4.8
2014	8	47	5	104	1.3
2014	8	49	5	102	5.4
2014	8	56	6	104	0.3
2014	8	57	6	104	0.5
2014	8	58	6	104	0
2014	8	60	3	107	1.4
2014	8	66	1	104	0
2014	8	66	1	104	0
2014	8	67	5	104	0.5
2014	8	71	5	107	4.9
2014	8	72	5	102	1.2
2014	8	74	4	108	17.9
2014	8	75	5	107	1.2
2014	8	78	5	102	2.3
2014	8	82	4	101	0
2014	8	84	3	101	0
2014	8	85	5	104	3.8
2014	8	87	1	101	0
2014	8	87	1	101	0
2014	8	96	5	102	3
2014	8	97	1	101	0
2014	8	97	1	101	0
2014	8	102	3	106	1.4
2014	8	103	5	107	2.3
2014	8	104	5	104	3
2014	8	105	4	108	17.9
2014	8	106	4	108	10.7
2014	8	108	5	102	4.6
2014	8	110	5	107	12.9
2014	8	111	5	103	0.5
2014	8	112	5	107	0
2014	8	113	5	104	0.2
2014	8	115	5	103	0.4
2014	8	116	1	104	0
2014	8	116	1	104	0
2014	8	116	1	104	0
2014	8	118	5	105	0
2014	8	119	5	104	0
2014	8	122	6	104	0.2
2014	8	123	2	101	2
2014	8	124	5	104	1
2014	8	125	2	101	6.7
2014	8	126	1	105	0
2014	8	129	5	102	5.2
2014	8	130	3	107	9.4
2014	8	135	1	105	0
2014	8	138	4	108	0.4
2014	8	140	5	107	4.2
2014	8	144	5	104	12.5
2014	9	2	1	105	0
2014	9	2	1	105	0
2014	9	5	5	108	9.9
2014	9	9	4	107	3.8
2014	9	9	4	107	6.5
2014	9	18	5	104	0
2014	9	19	5	107	2.9
2014	9	21	5	102	0.7
2014	9	23	5	104	5.9
2014	9	24	5	102	5.1
2014	9	25	5	102	0.2
2014	9	26	5	103	2.1
2014	9	28	6	104	0.3
2014	9	31	5	103	3.1
2014	9	33	5	104	1.6
2014	9	38	5	104	1.7
2014	9	40	4	108	2.3
2014	9	42	1	101	0
2014	9	42	1	101	0
2014	9	46	5	107	4.9
2014	9	47	5	104	2.4
2014	9	49	5	102	5
2014	9	56	6	104	0.4
2014	9	57	6	104	0.5
2014	9	58	6	104	0
2014	9	60	3	107	3.9
2014	9	66	1	104	0
2014	9	66	1	104	0
2014	9	67	5	104	0.6
2014	9	71	5	107	6.5
2014	9	72	5	102	1.4
2014	9	74	4	108	16.8
2014	9	75	5	107	1.2
2014	9	76	5	104	0
2014	9	78	5	102	2.9
2014	9	82	4	101	0
2014	9	84	3	101	0
2014	9	85	5	104	13.5
2014	9	87	1	101	0
2014	9	87	1	101	0
2014	9	96	5	102	3.6
2014	9	97	1	101	0
2014	9	97	1	101	0
2014	9	101	3	107	1.3
2014	9	102	3	106	0.9
2014	9	103	5	107	1.7
2014	9	104	5	104	6.5
2014	9	105	4	108	17.3
2014	9	106	4	108	10.4
2014	9	108	5	102	4.5
2014	9	110	5	107	12.1
2014	9	111	5	103	3
2014	9	112	5	107	0
2014	9	113	5	104	0.2
2014	9	115	5	103	1.1
2014	9	116	1	104	0
2014	9	116	1	104	0
2014	9	116	1	104	0
2014	9	118	5	105	0
2014	9	119	5	104	0
2014	9	122	6	104	0.2
2014	9	123	2	101	2
2014	9	124	5	104	1.9
2014	9	125	2	101	6.2
2014	9	126	1	105	0
2014	9	129	5	102	5.1
2014	9	130	3	107	11.1
2014	9	135	1	105	0
2014	9	138	4	108	0.5
2014	9	140	5	107	4.4
2014	9	144	5	104	12.3
2014	10	2	1	105	0
2014	10	2	1	105	0
2014	10	5	5	108	11.3
2014	10	9	4	107	3.8
2014	10	9	4	107	6.4
2014	10	18	5	104	0
2014	10	19	5	107	3.6
2014	10	21	5	102	0.6
2014	10	23	5	104	5.8
2014	10	24	5	102	5.2
2014	10	25	5	102	0.2
2014	10	26	5	103	2.1
2014	10	28	6	104	0.4
2014	10	31	5	103	3.4
2014	10	33	5	104	2.1
2014	10	38	5	104	1.9
2014	10	40	4	108	2.4
2014	10	42	1	101	0
2014	10	42	1	101	0
2014	10	46	5	107	6.1
2014	10	47	5	104	3.2
2014	10	49	5	102	5.3
2014	10	56	6	104	0.4
2014	10	57	6	104	0.6
2014	10	58	6	104	0
2014	10	60	3	107	2.9
2014	10	66	1	104	0
2014	10	66	1	104	0
2014	10	67	5	104	0.7
2014	10	71	5	107	7.7
2014	10	72	5	102	1.3
2014	10	74	4	108	14.5
2014	10	75	5	107	1
2014	10	76	5	104	0.1
2014	10	78	5	102	3.5
2014	10	82	4	101	0
2014	10	84	3	101	0
2014	10	85	5	104	7.9
2014	10	87	1	101	0
2014	10	87	1	101	0
2014	10	96	5	102	3.6
2014	10	97	1	101	0
2014	10	97	1	101	0
2014	10	101	3	107	1.2
2014	10	102	3	106	1.7
2014	10	103	5	107	1.8
2014	10	104	5	104	8.2
2014	10	105	4	108	14.1
2014	10	106	4	108	8.6
2014	10	108	5	102	4.4
2014	10	110	5	107	11.8
2014	10	111	5	103	3.4
2014	10	112	5	107	0
2014	10	113	5	104	0.2
2014	10	115	5	103	1.4
2014	10	116	1	104	0
2014	10	116	1	104	0
2014	10	116	1	104	0
2014	10	118	5	105	0
2014	10	119	5	104	0
2014	10	122	6	104	0.2
2014	10	123	2	101	2
2014	10	124	5	104	2
2014	10	125	2	101	6.7
2014	10	126	1	105	0
2014	10	129	5	102	8
2014	10	130	3	107	10.4
2014	10	135	1	105	0
2014	10	138	4	108	0.5
2014	10	140	5	107	4.9
2014	10	144	5	104	12.8
2014	11	2	1	105	0
2014	11	2	1	105	0
2014	11	5	5	108	12.4
2014	11	9	4	107	3.8
2014	11	9	4	107	6.8
2014	11	18	5	104	0
2014	11	19	5	107	2.4
2014	11	21	5	102	0.6
2014	11	23	5	104	6.7
2014	11	24	5	102	5.2
2014	11	25	5	102	0.2
2014	11	26	5	103	2.1
2014	11	28	6	104	0.3
2014	11	31	5	103	3.4
2014	11	33	5	104	2.8
2014	11	38	5	104	2.3
2014	11	40	4	108	2.7
2014	11	42	1	101	0
2014	11	42	1	101	0
2014	11	46	5	107	5.5
2014	11	47	5	104	4.1
2014	11	49	5	102	5
2014	11	56	6	104	0.4
2014	11	57	6	104	0.5
2014	11	58	6	104	0
2014	11	60	3	107	0
2014	11	66	1	104	0
2014	11	66	1	104	0
2014	11	67	5	104	0.6
2014	11	71	5	107	9
2014	11	72	5	102	1.3
2014	11	74	4	108	16.9
2014	11	75	5	107	0.7
2014	11	76	5	104	0.2
2014	11	78	5	102	3.7
2014	11	82	4	101	0
2014	11	84	3	101	0
2014	11	85	5	104	11.9
2014	11	87	1	101	0
2014	11	87	1	101	0
2014	11	96	5	102	3.5
2014	11	97	1	101	0
2014	11	97	1	101	0
2014	11	101	3	107	0
2014	11	102	3	106	1.5
2014	11	103	5	107	2
2014	11	104	5	104	8.3
2014	11	105	4	108	16.6
2014	11	106	4	108	10
2014	11	108	5	102	4.4
2014	11	110	5	107	10.8
2014	11	111	5	103	3.7
2014	11	112	5	107	0.9
2014	11	113	5	104	0.2
2014	11	115	5	103	1.8
2014	11	116	1	104	0
2014	11	116	1	104	0
2014	11	116	1	104	0
2014	11	118	5	105	0
2014	11	119	5	104	0
2014	11	122	6	104	0.2
2014	11	123	2	101	1.7
2014	11	124	5	104	2.2
2014	11	125	2	101	5.6
2014	11	126	1	105	0
2014	11	129	5	102	7
2014	11	130	3	107	10.6
2014	11	135	1	105	0
2014	11	138	4	108	0.5
2014	11	140	5	107	4.4
2014	11	144	5	104	13.6
2014	12	2	1	105	0
2014	12	2	1	105	0
2014	12	5	5	108	14
2014	12	9	4	107	4.2
2014	12	9	4	107	7.6
2014	12	18	5	104	0
2014	12	19	5	107	1.6
2014	12	21	5	102	0.7
2014	12	23	5	104	6.6
2014	12	24	5	102	4.3
2014	12	25	5	102	0.2
2014	12	26	5	103	2.1
2014	12	28	6	104	0.4
2014	12	31	5	103	3.5
2014	12	33	5	104	3.1
2014	12	38	5	104	2.3
2014	12	40	4	108	2.6
2014	12	42	1	101	0
2014	12	42	1	101	0
2014	12	46	5	107	7.2
2014	12	47	5	104	4.6
2014	12	49	5	102	4.3
2014	12	56	6	104	0.4
2014	12	57	6	104	0.6
2014	12	58	6	104	0
2014	12	60	3	107	0
2014	12	66	1	104	0
2014	12	66	1	104	0
2014	12	67	5	104	0.6
2014	12	71	5	107	6.1
2014	12	72	5	102	1.4
2014	12	74	4	108	15.1
2014	12	75	5	107	1.1
2014	12	76	5	104	0.5
2014	12	78	5	102	3.4
2014	12	82	4	101	0
2014	12	84	3	101	0
2014	12	85	5	104	15.2
2014	12	87	1	101	0
2014	12	87	1	101	0
2014	12	96	5	102	3.2
2014	12	97	1	101	0
2014	12	97	1	101	0
2014	12	101	3	107	0
2014	12	102	3	106	1.4
2014	12	103	5	107	4.5
2014	12	104	5	104	8.5
2014	12	105	4	108	16.6
2014	12	106	4	108	10
2014	12	108	5	102	3.9
2014	12	110	5	107	10.5
2014	12	111	5	103	3.8
2014	12	112	5	107	1.4
2014	12	113	5	104	0.2
2014	12	115	5	103	3
2014	12	116	1	104	0
2014	12	116	1	104	0
2014	12	116	1	104	0
2014	12	118	5	105	0
2014	12	119	5	104	0
2014	12	122	6	104	0.2
2014	12	123	2	101	1.6
2014	12	124	5	104	2.1
2014	12	125	2	101	6.7
2014	12	126	1	105	0
2014	12	129	5	102	7.4
2014	12	130	3	107	5.5
2014	12	135	1	105	0
2014	12	138	4	108	0.5
2014	12	140	5	107	3.2
2014	12	144	5	104	25.1
2015	1	2	1	105	0
2015	1	2	1	105	0
2015	1	5	5	108	14.9
2015	1	9	4	107	2.9
2015	1	9	4	107	4.4
2015	1	18	5	104	0
2015	1	19	5	107	0.3
2015	1	21	5	102	0.7
2015	1	23	5	104	5.9
2015	1	24	5	102	4.6
2015	1	25	5	102	0.2
2015	1	26	5	103	2.1
2015	1	28	6	104	0.3
2015	1	31	5	103	3.4
2015	1	33	5	104	2.9
2015	1	38	5	104	1.5
2015	1	40	4	108	2.2
2015	1	42	1	101	0
2015	1	42	1	101	0
2015	1	46	5	107	11.4
2015	1	47	5	104	4.8
2015	1	49	5	102	4.4
2015	1	56	6	104	0.4
2015	1	57	6	104	0.5
2015	1	58	6	104	0
2015	1	60	3	107	0
2015	1	66	1	104	0
2015	1	66	1	104	0
2015	1	67	5	104	0.5
2015	1	71	5	107	5.6
2015	1	72	5	102	2.5
2015	1	74	4	108	15.7
2015	1	75	5	107	0.6
2015	1	76	5	104	0.2
2015	1	78	5	102	3.7
2015	1	82	4	101	0
2015	1	84	3	101	0
2015	1	85	5	104	9.2
2015	1	87	1	101	0
2015	1	87	1	101	0
2015	1	96	5	102	3.5
2015	1	97	1	101	0
2015	1	97	1	101	0
2015	1	101	3	107	0
2015	1	102	3	106	1
2015	1	103	5	107	6.6
2015	1	104	5	104	8.4
2015	1	105	4	108	16.2
2015	1	106	4	108	10
2015	1	108	5	102	3.9
2015	1	110	5	107	11
2015	1	111	5	103	3.4
2015	1	112	5	107	1.1
2015	1	113	5	104	0.2
2015	1	115	5	103	4
2015	1	116	1	104	0
2015	1	116	1	104	0
2015	1	116	1	104	0
2015	1	118	5	105	0
2015	1	119	5	104	0
2015	1	122	6	104	0.2
2015	1	123	2	101	1.2
2015	1	124	5	104	2.2
2015	1	125	2	101	6.7
2015	1	126	1	105	0
2015	1	129	5	102	9.2
2015	1	130	3	107	4.3
2015	1	135	1	105	0
2015	1	138	4	108	0.3
2015	1	140	5	107	2.7
2015	1	144	5	104	20.8
2015	2	2	1	105	0
2015	2	2	1	105	0
2015	2	5	5	108	13.3
2015	2	9	4	107	2.6
2015	2	9	4	107	4.1
2015	2	18	5	104	0
2015	2	19	5	107	2
2015	2	21	5	102	0.5
2015	2	23	5	104	1.8
2015	2	24	5	102	6.6
2015	2	25	5	102	0.2
2015	2	26	5	103	1.9
2015	2	28	6	104	0.3
2015	2	31	5	103	3.1
2015	2	33	5	104	2
2015	2	38	5	104	1.4
2015	2	40	4	108	1.8
2015	2	42	1	101	0
2015	2	42	1	101	0
2015	2	46	5	107	11.7
2015	2	47	5	104	3.5
2015	2	49	5	102	4.7
2015	2	56	6	104	0.3
2015	2	57	6	104	0.5
2015	2	58	6	104	0
2015	2	60	3	107	0
2015	2	66	1	104	0
2015	2	66	1	104	0
2015	2	67	5	104	0.5
2015	2	71	5	107	4.4
2015	2	72	5	102	2.5
2015	2	74	4	108	13.4
2015	2	75	5	107	0.6
2015	2	76	5	104	0.3
2015	2	78	5	102	3.7
2015	2	82	4	101	0
2015	2	84	3	101	0
2015	2	85	5	104	3.6
2015	2	87	1	101	0
2015	2	87	1	101	0
2015	2	96	5	102	3.9
2015	2	97	1	101	0
2015	2	97	1	101	0
2015	2	101	3	107	0
2015	2	102	3	106	1.5
2015	2	103	5	107	8.9
2015	2	104	5	104	6.8
2015	2	105	4	108	12.6
2015	2	106	4	108	8.1
2015	2	108	5	102	13.6
2015	2	110	5	107	10.8
2015	2	111	5	103	2.9
2015	2	112	5	107	1.9
2015	2	113	5	104	0.2
2015	2	115	5	103	1.4
2015	2	116	1	104	0
2015	2	116	1	104	0
2015	2	116	1	104	0
2015	2	118	5	105	0
2015	2	119	5	104	0
2015	2	122	6	104	0.2
2015	2	123	2	101	1.2
2015	2	124	5	104	0.9
2015	2	125	2	101	5.8
2015	2	126	1	105	0
2015	2	129	5	102	11
2015	2	130	3	107	3.1
2015	2	135	1	105	0
2015	2	138	4	108	0.2
2015	2	140	5	107	2.9
2015	2	144	5	104	13
2015	3	2	1	105	0
2015	3	2	1	105	0
2015	3	5	5	108	13.2
2015	3	9	4	107	3
2015	3	9	4	107	4.2
2015	3	18	5	104	0
2015	3	19	5	107	8.5
2015	3	21	5	102	0
2015	3	23	5	104	1.7
2015	3	24	5	102	7.7
2015	3	25	5	102	0.2
2015	3	26	5	103	2.2
2015	3	28	6	104	0.3
2015	3	31	5	103	3.6
2015	3	33	5	104	0.6
2015	3	38	5	104	1.1
2015	3	40	4	108	2.5
2015	3	42	1	101	0
2015	3	42	1	101	0
2015	3	46	5	107	13.1
2015	3	47	5	104	1.2
2015	3	49	5	102	2.7
2015	3	56	6	104	0.3
2015	3	57	6	104	0.5
2015	3	58	6	104	0
2015	3	60	3	107	0
2015	3	66	1	104	0
2015	3	66	1	104	0
2015	3	67	5	104	0.6
2015	3	71	5	107	11.2
2015	3	72	5	102	2.8
2015	3	74	4	108	12.5
2015	3	75	5	107	0.8
2015	3	76	5	104	0.4
2015	3	78	5	102	4.9
2015	3	82	4	101	0
2015	3	84	3	101	0
2015	3	85	5	104	0
2015	3	87	1	101	0
2015	3	87	1	101	0
2015	3	96	5	102	4.2
2015	3	97	1	101	0
2015	3	97	1	101	0
2015	3	101	3	107	0
2015	3	102	3	106	1.6
2015	3	103	5	107	6.6
2015	3	104	5	104	3.3
2015	3	105	4	108	11.6
2015	3	106	4	108	7.4
2015	3	108	5	102	19.7
2015	3	110	5	107	12.2
2015	3	111	5	103	3.6
2015	3	112	5	107	3.1
2015	3	113	5	104	0.1
2015	3	115	5	103	0
2015	3	116	1	104	0
2015	3	116	1	104	0
2015	3	116	1	104	0
2015	3	118	5	105	0
2015	3	119	5	104	0
2015	3	122	6	104	0.2
2015	3	123	2	101	1.2
2015	3	124	5	104	1.4
2015	3	125	2	101	4.7
2015	3	126	1	105	0
2015	3	129	5	102	10
2015	3	130	3	107	14.4
2015	3	135	1	105	0
2015	3	138	4	108	0.3
2015	3	140	5	107	5.1
2015	3	144	5	104	11.6
2015	4	2	1	105	0
2015	4	2	1	105	0
2015	4	5	5	108	10.2
2015	4	9	4	107	2.3
2015	4	9	4	107	3.7
2015	4	18	5	104	0
2015	4	19	5	107	6.3
2015	4	21	5	102	0.1
2015	4	23	5	104	7.3
2015	4	24	5	102	8.9
2015	4	25	5	102	0.2
2015	4	26	5	103	2.1
2015	4	28	6	104	0.3
2015	4	31	5	103	1.7
2015	4	33	5	104	1.1
2015	4	38	5	104	0.6
2015	4	40	4	108	1.9
2015	4	42	1	101	0
2015	4	42	1	101	0
2015	4	46	5	107	12.7
2015	4	47	5	104	1.8
2015	4	49	5	102	4.4
2015	4	56	6	104	0.3
2015	4	57	6	104	0.4
2015	4	58	6	104	0
2015	4	60	3	107	0
2015	4	66	1	104	0
2015	4	66	1	104	0
2015	4	67	5	104	0.6
2015	4	71	5	107	11.8
2015	4	72	5	102	2.6
2015	4	74	4	108	14.6
2015	4	75	5	107	0.7
2015	4	76	5	104	0.3
2015	4	78	5	102	3.6
2015	4	82	4	101	0
2015	4	84	3	101	0
2015	4	85	5	104	0
2015	4	87	1	101	0
2015	4	87	1	101	0
2015	4	96	5	102	4.1
2015	4	97	1	101	0
2015	4	97	1	101	0
2015	4	101	3	107	0
2015	4	102	3	106	0.4
2015	4	103	5	107	7.1
2015	4	104	5	104	2.3
2015	4	105	4	108	13.3
2015	4	106	4	108	8.5
2015	4	108	5	102	8.6
2015	4	110	5	107	12.3
2015	4	111	5	103	3
2015	4	112	5	107	3.4
2015	4	113	5	104	0.1
2015	4	115	5	103	0
2015	4	116	1	104	0
2015	4	116	1	104	0
2015	4	116	1	104	0
2015	4	118	5	105	0
2015	4	119	5	104	0
2015	4	122	6	104	0.2
2015	4	123	2	101	1.2
2015	4	124	5	104	1.5
2015	4	125	2	101	5.4
2015	4	126	1	105	0
2015	4	129	5	102	1.8
2015	4	130	3	107	19.1
2015	4	135	1	105	0
2015	4	138	4	108	0.2
2015	4	140	5	107	3.9
2015	4	144	5	104	13.2
2015	5	2	1	105	0
2015	5	2	1	105	0
2015	5	5	5	108	8.7
2015	5	9	4	107	1.9
2015	5	9	4	107	3.2
2015	5	18	5	104	0
2015	5	19	5	107	3
2015	5	21	5	102	0
2015	5	23	5	104	4.6
2015	5	24	5	102	7
2015	5	25	5	102	0.2
2015	5	26	5	103	2.2
2015	5	28	6	104	0.2
2015	5	31	5	103	0
2015	5	33	5	104	1.5
2015	5	38	5	104	0.8
2015	5	40	4	108	2.4
2015	5	42	1	101	0
2015	5	42	1	101	0
2015	5	46	5	107	12.6
2015	5	47	5	104	2.3
2015	5	49	5	102	5.5
2015	5	56	6	104	0.3
2015	5	57	6	104	0.4
2015	5	58	6	104	0
2015	5	60	3	107	0
2015	5	66	1	104	0
2015	5	66	1	104	0
2015	5	67	5	104	0.7
2015	5	71	5	107	9.3
2015	5	72	5	102	2.5
2015	5	74	4	108	16.3
2015	5	75	5	107	0.9
2015	5	76	5	104	0.3
2015	5	78	5	102	3.5
2015	5	82	4	101	0
2015	5	84	3	101	0
2015	5	85	5	104	0
2015	5	87	1	101	0
2015	5	87	1	101	0
2015	5	96	5	102	4.1
2015	5	97	1	101	0
2015	5	97	1	101	0
2015	5	101	3	107	0
2015	5	102	3	106	5.2
2015	5	103	5	107	5.3
2015	5	104	5	104	2.2
2015	5	105	4	108	14.9
2015	5	106	4	108	9.2
2015	5	108	5	102	6.2
2015	5	110	5	107	13.2
2015	5	111	5	103	0.3
2015	5	112	5	107	2.5
2015	5	113	5	104	0.1
2015	5	115	5	103	0
2015	5	116	1	104	0
2015	5	116	1	104	0
2015	5	116	1	104	0
2015	5	118	5	105	0
2015	5	119	5	104	0
2015	5	122	6	104	0.2
2015	5	123	2	101	1.3
2015	5	124	5	104	1
2015	5	125	2	101	6.1
2015	5	126	1	105	0
2015	5	129	5	102	3.7
2015	5	130	3	107	3.5
2015	5	135	1	105	0
2015	5	138	4	108	0.4
2015	5	140	5	107	3.7
2015	5	144	5	104	9.2
2015	6	2	1	105	0
2015	6	2	1	105	0
2015	6	5	5	108	8.5
2015	6	9	4	107	1.8
2015	6	9	4	107	2.8
2015	6	18	5	104	0
2015	6	19	5	107	2.2
2015	6	21	5	102	0
2015	6	23	5	104	0
2015	6	24	5	102	4.3
2015	6	25	5	102	0.1
2015	6	26	5	103	2.1
2015	6	28	6	104	0.2
2015	6	31	5	103	0
2015	6	33	5	104	0
2015	6	38	5	104	0.6
2015	6	40	4	108	2.4
2015	6	42	1	101	0
2015	6	42	1	101	0
2015	6	46	5	107	5.5
2015	6	47	5	104	0.1
2015	6	49	5	102	3.8
2015	6	56	6	104	0.2
2015	6	57	6	104	0.4
2015	6	58	6	104	0
2015	6	60	3	107	0
2015	6	66	1	104	0
2015	6	66	1	104	0
2015	6	67	5	104	0.3
2015	6	71	5	107	6.4
2015	6	72	5	102	1.3
2015	6	74	4	108	18.3
2015	6	75	5	107	0
2015	6	76	5	104	0
2015	6	78	5	102	2.6
2015	6	82	4	101	0
2015	6	84	3	101	0
2015	6	85	5	104	0
2015	6	87	1	101	0
2015	6	87	1	101	0
2015	6	96	5	102	3.8
2015	6	97	1	101	0
2015	6	97	1	101	0
2015	6	101	3	107	1.9
2015	6	102	3	106	5.3
2015	6	103	5	107	3.5
2015	6	104	5	104	0.5
2015	6	105	4	108	18.6
2015	6	106	4	108	11.1
2015	6	108	5	102	3.7
2015	6	110	5	107	12.7
2015	6	111	5	103	0
2015	6	112	5	107	2.1
2015	6	113	5	104	0
2015	6	115	5	103	0
2015	6	116	1	104	0
2015	6	116	1	104	0
2015	6	116	1	104	0
2015	6	118	5	105	0
2015	6	119	5	104	0
2015	6	122	6	104	0.1
2015	6	123	2	101	1.2
2015	6	124	5	104	0.4
2015	6	125	2	101	5.9
2015	6	126	1	105	0
2015	6	129	5	102	5.3
2015	6	130	3	107	11.3
2015	6	135	1	105	0
2015	6	138	4	108	0.3
2015	6	140	5	107	4.2
2015	6	144	5	104	0
2015	7	2	1	105	0
2015	7	2	1	105	0
2015	7	5	5	108	12.3
2015	7	9	4	107	1.8
2015	7	9	4	107	3.2
2015	7	18	5	104	0
2015	7	19	5	107	2.8
2015	7	21	5	102	0
2015	7	23	5	104	0
2015	7	24	5	102	3.2
2015	7	25	5	102	0.1
2015	7	26	5	103	2.2
2015	7	28	6	104	0.2
2015	7	31	5	103	0
2015	7	33	5	104	0
2015	7	38	5	104	0.1
2015	7	40	4	108	2.7
2015	7	42	1	101	0
2015	7	42	1	101	0
2015	7	46	5	107	3.9
2015	7	47	5	104	0
2015	7	49	5	102	2.5
2015	7	56	6	104	0.3
