#Año	Mes	CentMaq	Fuente	Region	EnGenerada-GWh
2011	1	2	1	105	0
2011	1	2	1	105	0
2011	1	5	5	108	13.8
2011	1	9	4	107	0.1
2011	1	18	5	104	0
2011	1	19	5	107	0.6
2011	1	21	5	102	0.9
2011	1	23	5	104	5.4
2011	1	24	5	102	4.1
2011	1	25	5	102	0
2011	1	33	5	104	0
2011	1	38	5	104	2.1
2011	1	40	4	108	0
2011	1	46	5	107	0.4
2011	1	47	5	104	5.9
2011	1	49	5	102	4.3
2011	1	60	3	107	0
2011	1	66	1	104	0
2011	1	66	1	104	0
2011	1	71	5	107	3.7
2011	1	72	5	102	0
2011	1	75	5	107	1
2011	1	78	5	102	1.5
2011	1	82	4	101	0
2011	1	84	3	101	0
2011	1	85	5	104	10.3
2011	1	87	1	101	0
2011	1	87	1	101	0
2011	1	96	5	102	2.7
2011	1	102	3	106	6.9
2011	1	103	5	107	5.7
2011	1	104	5	104	8.6
2011	1	108	5	102	3.3
2011	1	110	5	107	10.1
2011	1	112	5	107	0
2011	1	115	5	103	0
2011	1	118	5	105	0
2011	1	122	6	104	0
2011	1	124	5	104	0
2011	1	126	1	105	0
2011	1	129	5	102	4.3
2011	1	140	5	107	3.9
2011	1	144	5	104	21.5
2011	2	2	1	105	0
2011	2	2	1	105	0
2011	2	5	5	108	12.5
2011	2	9	4	107	0.6
2011	2	18	5	104	0
2011	2	19	5	107	6.9
2011	2	21	5	102	0.8
2011	2	23	5	104	3.4
2011	2	24	5	102	7
2011	2	25	5	102	0
2011	2	33	5	104	0
2011	2	38	5	104	1.2
2011	2	40	4	108	0
2011	2	46	5	107	5.9
2011	2	47	5	104	3.9
2011	2	49	5	102	7.1
2011	2	60	3	107	0
2011	2	66	1	104	0
2011	2	66	1	104	0
2011	2	71	5	107	6.4
2011	2	72	5	102	0
2011	2	75	5	107	0.8
2011	2	78	5	102	0.9
2011	2	82	4	101	0
2011	2	84	3	101	0
2011	2	85	5	104	4.8
2011	2	87	1	101	0
2011	2	87	1	101	0
2011	2	96	5	102	3.9
2011	2	102	3	106	6
2011	2	103	5	107	4.3
2011	2	104	5	104	6.8
2011	2	108	5	102	6.8
2011	2	110	5	107	10.6
2011	2	112	5	107	0
2011	2	115	5	103	0
2011	2	118	5	105	0.1
2011	2	122	6	104	0
2011	2	124	5	104	0
2011	2	126	1	105	0
2011	2	129	5	102	3.8
2011	2	140	5	107	6
2011	2	144	5	104	19.8
2011	3	2	1	105	0
2011	3	2	1	105	0
2011	3	5	5	108	11.7
2011	3	9	4	107	0.7
2011	3	18	5	104	0
2011	3	19	5	107	8.1
2011	3	21	5	102	0.9
2011	3	23	5	104	4.9
2011	3	24	5	102	8.4
2011	3	25	5	102	0
2011	3	33	5	104	0
2011	3	38	5	104	1
2011	3	40	4	108	0
2011	3	46	5	107	12.2
2011	3	47	5	104	3.4
2011	3	49	5	102	8.2
2011	3	60	3	107	0
2011	3	66	1	104	0
2011	3	66	1	104	0
2011	3	71	5	107	10.1
2011	3	72	5	102	0
2011	3	75	5	107	1.3
2011	3	78	5	102	1.8
2011	3	82	4	101	0
2011	3	84	3	101	0
2011	3	85	5	104	6.4
2011	3	87	1	101	0
2011	3	87	1	101	0
2011	3	96	5	102	4.3
2011	3	102	3	106	6.6
2011	3	103	5	107	9.4
2011	3	104	5	104	5.3
2011	3	108	5	102	8.8
2011	3	110	5	107	11.9
2011	3	112	5	107	0
2011	3	115	5	103	0
2011	3	118	5	105	0
2011	3	122	6	104	0.1
2011	3	124	5	104	0
2011	3	126	1	105	0
2011	3	129	5	102	4.3
2011	3	140	5	107	6.8
2011	3	144	5	104	12.4
2011	4	2	1	105	0
2011	4	2	1	105	0
2011	4	5	5	108	9.9
2011	4	9	4	107	0.7
2011	4	18	5	104	0
2011	4	19	5	107	5.3
2011	4	21	5	102	0.8
2011	4	23	5	104	6.6
2011	4	24	5	102	6
2011	4	25	5	102	0
2011	4	33	5	104	2
2011	4	38	5	104	1.3
2011	4	40	4	108	0
2011	4	46	5	107	12
2011	4	47	5	104	3.1
2011	4	49	5	102	6.1
2011	4	60	3	107	0
2011	4	66	1	104	0
2011	4	66	1	104	0
2011	4	71	5	107	7.8
2011	4	72	5	102	0
2011	4	75	5	107	1.3
2011	4	78	5	102	2.8
2011	4	82	4	101	0
2011	4	84	3	101	0
2011	4	85	5	104	8.2
2011	4	87	1	101	0
2011	4	87	1	101	0
2011	4	96	5	102	3.8
2011	4	102	3	106	6.1
2011	4	103	5	107	8.3
2011	4	104	5	104	4.1
2011	4	108	5	102	5
2011	4	110	5	107	11.9
2011	4	112	5	107	0.7
2011	4	115	5	103	0
2011	4	118	5	105	0
2011	4	122	6	104	0.2
2011	4	124	5	104	1.4
2011	4	126	1	105	0
2011	4	129	5	102	3.6
2011	4	140	5	107	6.4
2011	4	144	5	104	9.6
2011	5	2	1	105	5.5
2011	5	2	1	105	0
2011	5	5	5	108	7.7
2011	5	9	4	107	0.8
2011	5	18	5	104	0
2011	5	19	5	107	3.4
2011	5	21	5	102	0.7
2011	5	23	5	104	0.3
2011	5	24	5	102	3.5
2011	5	25	5	102	0
2011	5	33	5	104	1.1
2011	5	38	5	104	1.1
2011	5	40	4	108	0
2011	5	46	5	107	6.6
2011	5	47	5	104	1.7
2011	5	49	5	102	3.5
2011	5	60	3	107	0
2011	5	66	1	104	0
2011	5	66	1	104	0
2011	5	71	5	107	8.8
2011	5	72	5	102	0
2011	5	75	5	107	1.2
2011	5	78	5	102	2.5
2011	5	82	4	101	0
2011	5	84	3	101	0
2011	5	85	5	104	0
2011	5	87	1	101	0
2011	5	87	1	101	0
2011	5	96	5	102	2.7
2011	5	102	3	106	7.5
2011	5	103	5	107	5.2
2011	5	104	5	104	1.2
2011	5	108	5	102	2.5
2011	5	110	5	107	13.3
2011	5	112	5	107	3.6
2011	5	115	5	103	0
2011	5	118	5	105	0
2011	5	122	6	104	0.2
2011	5	124	5	104	0.7
2011	5	126	1	105	0
2011	5	129	5	102	3.2
2011	5	140	5	107	7.3
2011	5	144	5	104	5.6
2011	6	2	1	105	6.3
2011	6	2	1	105	0
2011	6	5	5	108	5.7
2011	6	9	4	107	1.2
2011	6	18	5	104	0
2011	6	19	5	107	3
2011	6	21	5	102	0.6
2011	6	23	5	104	0
2011	6	24	5	102	2.9
2011	6	25	5	102	0
2011	6	33	5	104	0
2011	6	38	5	104	0
2011	6	40	4	108	0
2011	6	46	5	107	3.7
2011	6	47	5	104	0
2011	6	49	5	102	2.9
2011	6	60	3	107	0
2011	6	66	1	104	0
2011	6	66	1	104	0
2011	6	71	5	107	7.3
2011	6	72	5	102	0
2011	6	75	5	107	0.3
2011	6	78	5	102	1
2011	6	82	4	101	0
2011	6	84	3	101	0
2011	6	85	5	104	0
2011	6	87	1	101	0
2011	6	87	1	101	0
2011	6	96	5	102	1.8
2011	6	102	3	106	6.6
2011	6	103	5	107	3.8
2011	6	104	5	104	0.4
2011	6	108	5	102	2.1
2011	6	110	5	107	12.6
2011	6	112	5	107	2.6
2011	6	115	5	103	0
2011	6	118	5	105	0
2011	6	122	6	104	0.1
2011	6	124	5	104	0.5
2011	6	126	1	105	0
2011	6	129	5	102	2.7
2011	6	140	5	107	6.9
2011	6	144	5	104	2.3
2011	7	2	1	105	6
2011	7	2	1	105	1.1
2011	7	5	5	108	5.5
2011	7	9	4	107	1.1
2011	7	18	5	104	0
2011	7	19	5	107	3.1
2011	7	21	5	102	0.6
2011	7	23	5	104	0
2011	7	24	5	102	2.7
2011	7	25	5	102	0
2011	7	33	5	104	0
2011	7	38	5	104	0.5
2011	7	40	4	108	0
2011	7	46	5	107	3.9
2011	7	47	5	104	0
2011	7	49	5	102	2.7
2011	7	60	3	107	0.6
2011	7	66	1	104	1.1
2011	7	66	1	104	1.5
2011	7	71	5	107	5.5
2011	7	72	5	102	0
2011	7	75	5	107	0.3
2011	7	78	5	102	1.1
2011	7	82	4	101	0
2011	7	84	3	101	0
2011	7	85	5	104	0
2011	7	87	1	101	1.4
2011	7	87	1	101	1.3
2011	7	96	5	102	1.8
2011	7	102	3	106	6.6
2011	7	103	5	107	2.9
2011	7	104	5	104	0.7
2011	7	108	5	102	1.9
2011	7	110	5	107	13
2011	7	112	5	107	2.2
2011	7	115	5	103	0
2011	7	118	5	105	0
2011	7	122	6	104	0.1
2011	7	124	5	104	0.5
2011	7	126	1	105	0.1
2011	7	129	5	102	2.7
2011	7	140	5	107	6.7
2011	7	144	5	104	2
2011	8	2	1	105	3.4
2011	8	2	1	105	0
2011	8	5	5	108	5.7
2011	8	9	4	107	0.4
2011	8	18	5	104	0
2011	8	19	5	107	3.4
2011	8	21	5	102	0.6
2011	8	23	5	104	3.3
2011	8	24	5	102	2.7
2011	8	25	5	102	0
2011	8	33	5	104	0.8
2011	8	38	5	104	1.3
2011	8	40	4	108	0
2011	8	46	5	107	5.5
2011	8	47	5	104	1.2
2011	8	49	5	102	2.7
2011	8	60	3	107	2.8
2011	8	66	1	104	0.3
2011	8	66	1	104	0.6
2011	8	71	5	107	6.5
2011	8	72	5	102	0
2011	8	75	5	107	1.3
2011	8	78	5	102	1.2
2011	8	82	4	101	0
2011	8	84	3	101	0
2011	8	85	5	104	1.3
2011	8	87	1	101	1.7
2011	8	87	1	101	0.8
2011	8	96	5	102	1.7
2011	8	102	3	106	7.9
2011	8	103	5	107	1
2011	8	104	5	104	2.7
2011	8	108	5	102	2
2011	8	110	5	107	12.8
2011	8	112	5	107	1.9
2011	8	115	5	103	0
2011	8	118	5	105	0
2011	8	122	6	104	0.2
2011	8	124	5	104	1
2011	8	126	1	105	0
2011	8	129	5	102	2.7
2011	8	140	5	107	7.1
2011	8	144	5	104	7.2
2011	9	2	1	105	0
2011	9	2	1	105	0.3
2011	9	5	5	108	6.6
2011	9	9	4	107	0.1
2011	9	18	5	104	0
2011	9	19	5	107	3.5
2011	9	21	5	102	0.7
2011	9	23	5	104	6.3
2011	9	24	5	102	2.6
2011	9	25	5	102	0
2011	9	33	5	104	1.1
2011	9	38	5	104	2.1
2011	9	40	4	108	0.9
2011	9	46	5	107	5.5
2011	9	47	5	104	1.7
2011	9	49	5	102	2.6
2011	9	60	3	107	3.2
2011	9	66	1	104	0
2011	9	66	1	104	0
2011	9	71	5	107	7.7
2011	9	72	5	102	0
2011	9	75	5	107	1.3
2011	9	78	5	102	1.7
2011	9	82	4	101	0
2011	9	84	3	101	0
2011	9	85	5	104	13.6
2011	9	87	1	101	0
2011	9	87	1	101	0.3
2011	9	96	5	102	1.6
2011	9	102	3	106	7.8
2011	9	103	5	107	0.4
2011	9	104	5	104	5.2
2011	9	108	5	102	1.9
2011	9	110	5	107	10
2011	9	112	5	107	1.6
2011	9	115	5	103	0
2011	9	118	5	105	0
2011	9	122	6	104	0.2
2011	9	124	5	104	1.7
2011	9	126	1	105	0
2011	9	129	5	102	2.7
2011	9	140	5	107	6.7
2011	9	144	5	104	13.1
2011	10	2	1	105	0
2011	10	2	1	105	0
2011	10	5	5	108	7.6
2011	10	9	4	107	0.1
2011	10	18	5	104	0
2011	10	19	5	107	2.9
2011	10	21	5	102	0.7
2011	10	23	5	104	6.3
2011	10	24	5	102	2.4
2011	10	25	5	102	0
2011	10	33	5	104	2.4
2011	10	38	5	104	2.4
2011	10	40	4	108	1.3
2011	10	46	5	107	6
2011	10	47	5	104	3.8
2011	10	49	5	102	2.3
2011	10	60	3	107	1.7
2011	10	66	1	104	0
2011	10	66	1	104	0
2011	10	71	5	107	9
2011	10	72	5	102	0
2011	10	75	5	107	0.7
2011	10	78	5	102	1.3
2011	10	82	4	101	0
2011	10	84	3	101	0
2011	10	85	5	104	3.9
2011	10	87	1	101	0
2011	10	87	1	101	0
2011	10	96	5	102	1.7
2011	10	102	3	106	7.6
2011	10	103	5	107	1.3
2011	10	104	5	104	9.3
2011	10	108	5	102	1.8
2011	10	110	5	107	10.8
2011	10	112	5	107	1.6
2011	10	115	5	103	0
2011	10	116	1	104	0
2011	10	118	5	105	0
2011	10	122	6	104	0.2
2011	10	124	5	104	1.9
2011	10	126	1	105	0
2011	10	129	5	102	2.8
2011	10	135	1	105	0.9
2011	10	140	5	107	5.7
2011	10	144	5	104	23.3
2011	11	2	1	105	0
2011	11	2	1	105	0
2011	11	5	5	108	10.7
2011	11	9	4	107	0.3
2011	11	18	5	104	0
2011	11	19	5	107	3.9
2011	11	21	5	102	0.7
2011	11	23	5	104	3.1
2011	11	24	5	102	2.8
2011	11	25	5	102	0
2011	11	33	5	104	2.3
2011	11	38	5	104	2.5
2011	11	40	4	108	2.2
2011	11	46	5	107	6.1
2011	11	47	5	104	3.6
2011	11	49	5	102	2.6
2011	11	60	3	107	0
2011	11	66	1	104	0
2011	11	66	1	104	0
2011	11	71	5	107	12.1
2011	11	72	5	102	0
2011	11	75	5	107	0.9
2011	11	78	5	102	1.6
2011	11	82	4	101	0
2011	11	84	3	101	0
2011	11	85	5	104	0.3
2011	11	87	1	101	0
2011	11	87	1	101	0
2011	11	96	5	102	1.8
2011	11	102	3	106	5.6
2011	11	103	5	107	2.2
2011	11	104	5	104	9.4
2011	11	108	5	102	2
2011	11	110	5	107	11
2011	11	112	5	107	1.5
2011	11	115	5	103	0
2011	11	116	1	104	0
2011	11	118	5	105	0
2011	11	122	6	104	0.2
2011	11	124	5	104	1.4
2011	11	126	1	105	0
2011	11	129	5	102	3.1
2011	11	130	3	107	5.3
2011	11	135	1	105	0
2011	11	140	5	107	4.3
2011	11	144	5	104	23.1
2011	12	2	1	105	0
2011	12	2	1	105	0
2011	12	5	5	108	12.4
2011	12	9	4	107	0.6
2011	12	18	5	104	0
2011	12	19	5	107	3.4
2011	12	21	5	102	0.9
2011	12	23	5	104	7.3
2011	12	24	5	102	3.4
2011	12	25	5	102	0.1
2011	12	33	5	104	3.2
2011	12	38	5	104	2.4
2011	12	40	4	108	1.9
2011	12	46	5	107	2.7
2011	12	47	5	104	4.7
2011	12	49	5	102	3.2
2011	12	60	3	107	0
2011	12	66	1	104	0
2011	12	66	1	104	0
2011	12	71	5	107	8.6
2011	12	72	5	102	0
2011	12	75	5	107	1
2011	12	78	5	102	0.7
2011	12	82	4	101	0
2011	12	84	3	101	0
2011	12	85	5	104	10.4
2011	12	87	1	101	0
2011	12	87	1	101	0
2011	12	96	5	102	2.9
2011	12	102	3	106	7.9
2011	12	103	5	107	4.5
2011	12	104	5	104	9.1
2011	12	105	4	108	0.9
2011	12	106	4	108	1.8
2011	12	108	5	102	2.5
2011	12	110	5	107	11.1
2011	12	112	5	107	2.2
2011	12	115	5	103	0
2011	12	116	1	104	0
2011	12	118	5	105	0
2011	12	122	6	104	0.2
2011	12	124	5	104	2.2
2011	12	126	1	105	0
2011	12	129	5	102	4
2011	12	130	3	107	0.8
2011	12	135	1	105	0
2011	12	140	5	107	4.3
2011	12	144	5	104	25.7
2012	1	2	1	105	0
2012	1	2	1	105	0
2012	1	5	5	108	11.7
2012	1	9	4	107	0.8
2012	1	18	5	104	0
2012	1	19	5	107	2.7
2012	1	21	5	102	0.9
2012	1	23	5	104	8.9
2012	1	24	5	102	3.4
2012	1	25	5	102	0
2012	1	33	5	104	3.6
2012	1	38	5	104	2.2
2012	1	40	4	108	2
2012	1	46	5	107	2
2012	1	47	5	104	5.7
2012	1	49	5	102	3.2
2012	1	60	3	107	0
2012	1	66	1	104	0
2012	1	66	1	104	0
2012	1	71	5	107	9.3
2012	1	72	5	102	0
2012	1	75	5	107	1.1
2012	1	78	5	102	2.3
2012	1	82	4	101	0
2012	1	84	3	101	0
2012	1	85	5	104	9.1
2012	1	87	1	101	0
2012	1	87	1	101	0.6
2012	1	96	5	102	2.5
2012	1	97	1	101	4.1
2012	1	97	1	101	4.5
2012	1	102	3	106	1.8
2012	1	103	5	107	7.3
2012	1	104	5	104	11.2
2012	1	105	4	108	12.1
2012	1	106	4	108	3.9
2012	1	108	5	102	2.6
2012	1	110	5	107	11
2012	1	112	5	107	2.7
2012	1	115	5	103	0
2012	1	116	1	104	0
2012	1	118	5	105	0
2012	1	119	5	104	0
2012	1	122	6	104	0.2
2012	1	124	5	104	1.9
2012	1	126	1	105	0
2012	1	129	5	102	4.4
2012	1	130	3	107	0
2012	1	135	1	105	0
2012	1	140	5	107	4.4
2012	1	144	5	104	26
2012	2	2	1	105	0
2012	2	2	1	105	0
2012	2	5	5	108	8.7
2012	2	9	4	107	1.4
2012	2	18	5	104	0
2012	2	19	5	107	2.8
2012	2	21	5	102	0.8
2012	2	23	5	104	5.4
2012	2	24	5	102	2.6
2012	2	25	5	102	0.1
2012	2	26	5	103	1.1
2012	2	31	5	103	1.1
2012	2	33	5	104	2.8
2012	2	38	5	104	1.6
2012	2	40	4	108	1.8
2012	2	46	5	107	1.2
2012	2	47	5	104	4.2
2012	2	49	5	102	2.5
2012	2	60	3	107	0
2012	2	66	1	104	0.1
2012	2	66	1	104	0.1
2012	2	71	5	107	9.5
2012	2	72	5	102	0
2012	2	75	5	107	1.2
2012	2	78	5	102	0.9
2012	2	82	4	101	0
2012	2	84	3	101	0
2012	2	85	5	104	4.6
2012	2	87	1	101	0
2012	2	87	1	101	0
2012	2	96	5	102	1.7
2012	2	97	1	101	0
2012	2	97	1	101	0
2012	2	102	3	106	0
2012	2	103	5	107	6.1
2012	2	104	5	104	8.1
2012	2	105	4	108	12
2012	2	106	4	108	7.4
2012	2	108	5	102	2
2012	2	110	5	107	10.2
2012	2	111	5	103	0.7
2012	2	112	5	107	1.8
2012	2	113	5	104	0
2012	2	115	5	103	0.2
2012	2	116	1	104	0
2012	2	118	5	105	0
2012	2	119	5	104	0
2012	2	122	6	104	0.2
2012	2	124	5	104	2.1
2012	2	126	1	105	0
2012	2	129	5	102	5.9
2012	2	130	3	107	0.1
2012	2	135	1	105	0
2012	2	140	5	107	5.1
2012	2	144	5	104	19.7
2012	3	2	1	105	0
2012	3	2	1	105	0
2012	3	5	5	108	7.2
2012	3	9	4	107	2.2
2012	3	18	5	104	0
2012	3	19	5	107	6.1
2012	3	21	5	102	0.8
2012	3	23	5	104	6.3
2012	3	24	5	102	7.2
2012	3	25	5	102	0
2012	3	26	5	103	3.3
2012	3	31	5	103	3
2012	3	33	5	104	2.6
2012	3	38	5	104	1.7
2012	3	40	4	108	2.1
2012	3	46	5	107	3.2
2012	3	47	5	104	3.8
2012	3	49	5	102	7.5
2012	3	60	3	107	0
2012	3	66	1	104	0
2012	3	66	1	104	0
2012	3	71	5	107	12.9
2012	3	72	5	102	0
2012	3	75	5	107	1.3
2012	3	78	5	102	2.2
2012	3	82	4	101	0
2012	3	84	3	101	0
2012	3	85	5	104	6.6
2012	3	87	1	101	0
2012	3	87	1	101	0
2012	3	96	5	102	4
2012	3	97	1	101	0
2012	3	97	1	101	0
2012	3	102	3	106	3.6
2012	3	103	5	107	10.3
2012	3	104	5	104	5.3
2012	3	105	4	108	12.4
2012	3	106	4	108	7.8
2012	3	108	5	102	7
2012	3	110	5	107	11.7
2012	3	111	5	103	2.1
2012	3	112	5	107	1.8
2012	3	113	5	104	0.1
2012	3	115	5	103	1
2012	3	116	1	104	0
2012	3	118	5	105	0
2012	3	119	5	104	0
2012	3	122	6	104	0.2
2012	3	124	5	104	1.8
2012	3	126	1	105	0
2012	3	129	5	102	7
2012	3	130	3	107	0.1
2012	3	135	1	105	0
2012	3	140	5	107	6.7
2012	3	144	5	104	14.7
2012	4	2	1	105	0
2012	4	2	1	105	0
2012	4	5	5	108	5.5
2012	4	9	4	107	2.5
2012	4	18	5	104	0
2012	4	19	5	107	6
2012	4	21	5	102	0.8
2012	4	23	5	104	6.1
2012	4	24	5	102	5.1
2012	4	25	5	102	0.1
2012	4	26	5	103	3.5
2012	4	31	5	103	3
2012	4	33	5	104	1.2
2012	4	38	5	104	1.3
2012	4	40	4	108	2.2
2012	4	46	5	107	1.6
2012	4	47	5	104	1.9
2012	4	49	5	102	5.5
2012	4	60	3	107	0
2012	4	66	1	104	0.1
2012	4	66	1	104	0.1
2012	4	71	5	107	13.4
2012	4	72	5	102	0
2012	4	75	5	107	1.3
2012	4	78	5	102	2.1
2012	4	82	4	101	0
2012	4	84	3	101	0
2012	4	85	5	104	4.2
2012	4	87	1	101	0
2012	4	87	1	101	0
2012	4	96	5	102	3.8
2012	4	97	1	101	0
2012	4	97	1	101	0
2012	4	102	3	106	6.3
2012	4	103	5	107	9.8
2012	4	104	5	104	3.4
2012	4	105	4	108	12.8
2012	4	106	4	108	7.9
2012	4	108	5	102	4.4
2012	4	110	5	107	12
2012	4	111	5	103	1.9
2012	4	112	5	107	3.5
2012	4	113	5	104	0.1
2012	4	115	5	103	0.8
2012	4	116	1	104	0
2012	4	118	5	105	0
2012	4	119	5	104	0
2012	4	122	6	104	0.2
2012	4	124	5	104	0.8
2012	4	126	1	105	0
2012	4	129	5	102	4.4
2012	4	130	3	107	0
2012	4	135	1	105	0
2012	4	140	5	107	6.7
2012	4	144	5	104	9.2
2012	5	2	1	105	0
2012	5	2	1	105	0
2012	5	5	5	108	5.1
2012	5	9	4	107	2.7
2012	5	18	5	104	0
2012	5	19	5	107	4.7
2012	5	21	5	102	0.8
2012	5	23	5	104	0
2012	5	24	5	102	4.1
2012	5	25	5	102	0.1
2012	5	26	5	103	4
2012	5	31	5	103	0
2012	5	33	5	104	0.2
2012	5	38	5	104	1.3
2012	5	40	4	108	2.7
2012	5	46	5	107	6.1
2012	5	47	5	104	0.2
2012	5	49	5	102	4.4
2012	5	56	6	104	0.1
2012	5	57	6	104	0.2
2012	5	58	6	104	0
2012	5	60	3	107	0
2012	5	66	1	104	0.1
2012	5	66	1	104	0.1
2012	5	71	5	107	12.3
2012	5	72	5	102	0
2012	5	75	5	107	0.9
2012	5	78	5	102	2.4
2012	5	82	4	101	0
2012	5	84	3	101	0
2012	5	85	5	104	0
2012	5	87	1	101	7.7
2012	5	87	1	101	0.3
2012	5	96	5	102	3.2
2012	5	97	1	101	0
2012	5	97	1	101	0
2012	5	102	3	106	7.6
2012	5	103	5	107	6.4
2012	5	104	5	104	3.7
2012	5	105	4	108	14.9
2012	5	106	4	108	9
2012	5	108	5	102	3.3
2012	5	110	5	107	13
2012	5	111	5	103	0.1
2012	5	112	5	107	3.9
2012	5	113	5	104	0.1
2012	5	115	5	103	0
2012	5	116	1	104	0
2012	5	118	5	105	0
2012	5	119	5	104	0
2012	5	122	6	104	0.2
2012	5	123	2	101	0.8
2012	5	124	5	104	1.1
2012	5	126	1	105	0
2012	5	129	5	102	3.4
2012	5	130	3	107	3.4
2012	5	135	1	105	0
2012	5	140	5	107	7.5
2012	5	144	5	104	12.2
2012	6	2	1	105	3.7
2012	6	2	1	105	3.8
2012	6	5	5	108	4.3
2012	6	9	4	107	2.8
2012	6	18	5	104	0
2012	6	19	5	107	2.5
2012	6	21	5	102	0.8
2012	6	23	5	104	0
2012	6	24	5	102	3.6
2012	6	25	5	102	0.1
2012	6	26	5	103	3.8
2012	6	31	5	103	0
2012	6	33	5	104	0.8
2012	6	38	5	104	1
2012	6	40	4	108	2.7
2012	6	46	5	107	5.8
2012	6	47	5	104	0
2012	6	49	5	102	4
2012	6	56	6	104	0.1
2012	6	57	6	104	0.4
2012	6	58	6	104	0
2012	6	60	3	107	1.4
2012	6	66	1	104	3.1
2012	6	66	1	104	2.4
2012	6	71	5	107	6.9
2012	6	72	5	102	0
2012	6	75	5	107	0
2012	6	78	5	102	1.6
2012	6	82	4	101	0
2012	6	84	3	101	0
2012	6	85	5	104	0
2012	6	87	1	101	25.9
2012	6	87	1	101	8
2012	6	96	5	102	2.8
2012	6	97	1	101	0
2012	6	97	1	101	0
2012	6	102	3	106	6.5
2012	6	103	5	107	3.8
2012	6	104	5	104	0.9
2012	6	105	4	108	18.9
2012	6	106	4	108	11.1
2012	6	108	5	102	2.9
2012	6	110	5	107	12.5
2012	6	111	5	103	0
2012	6	112	5	107	3
2012	6	113	5	104	0.1
2012	6	115	5	103	0
2012	6	116	1	104	0
2012	6	118	5	105	0
2012	6	119	5	104	0
2012	6	122	6	104	0.2
2012	6	123	2	101	3.5
2012	6	124	5	104	0
2012	6	126	1	105	0
2012	6	129	5	102	3.7
2012	6	130	3	107	6.1
2012	6	135	1	105	0
2012	6	140	5	107	6.9
2012	6	144	5	104	2.7
2012	7	2	1	105	6.8
2012	7	2	1	105	7.3
2012	7	5	5	108	5.1
2012	7	9	4	107	3.5
2012	7	18	5	104	0
2012	7	19	5	107	3.1
2012	7	21	5	102	0.8
2012	7	23	5	104	0
2012	7	24	5	102	3.6
2012	7	25	5	102	0.2
2012	7	26	5	103	3.8
2012	7	31	5	103	0
2012	7	33	5	104	0
2012	7	38	5	104	0.8
2012	7	40	4	108	3
2012	7	46	5	107	4.9
2012	7	47	5	104	0
2012	7	49	5	102	3.9
2012	7	56	6	104	0.2
2012	7	57	6	104	0.4
2012	7	58	6	104	0
2012	7	60	3	107	1.9
2012	7	66	1	104	4.3
2012	7	66	1	104	7.8
2012	7	71	5	107	5.9
2012	7	72	5	102	0
2012	7	75	5	107	0.6
2012	7	78	5	102	1.2
2012	7	82	4	101	0
2012	7	84	3	101	0
2012	7	85	5	104	0
2012	7	87	1	101	16
2012	7	87	1	101	16.6
2012	7	96	5	102	2.9
2012	7	97	1	101	0
2012	7	97	1	101	0
2012	7	102	3	106	6.8
2012	7	103	5	107	3
2012	7	104	5	104	1.2
2012	7	105	4	108	20.4
2012	7	106	4	108	12.2
2012	7	108	5	102	3
2012	7	110	5	107	12.5
2012	7	111	5	103	0
2012	7	112	5	107	2.6
2012	7	113	5	104	0.1
2012	7	115	5	103	0.5
2012	7	116	1	104	0.5
2012	7	118	5	105	0
2012	7	119	5	104	0
2012	7	122	6	104	0.2
2012	7	123	2	101	3.4
2012	7	124	5	104	0
2012	7	126	1	105	0
2012	7	129	5	102	3.8
2012	7	130	3	107	7.2
2012	7	135	1	105	0
2012	7	140	5	107	5.4
2012	7	144	5	104	2.9
2012	8	2	1	105	1.4
2012	8	2	1	105	2.8
2012	8	5	5	108	5.7
2012	8	9	4	107	3.6
2012	8	18	5	104	0
2012	8	19	5	107	3.4
2012	8	21	5	102	0.8
2012	8	23	5	104	4.4
2012	8	24	5	102	3.9
2012	8	25	5	102	0.1
2012	8	26	5	103	3.8
2012	8	31	5	103	0
2012	8	33	5	104	1.2
2012	8	38	5	104	0.7
2012	8	40	4	108	2.3
2012	8	42	1	101	2.5
2012	8	42	1	101	1.4
2012	8	46	5	107	3.4
2012	8	47	5	104	0
2012	8	49	5	102	4
2012	8	56	6	104	0.3
2012	8	57	6	104	0.5
2012	8	58	6	104	0
2012	8	60	3	107	0.3
2012	8	66	1	104	7.4
2012	8	66	1	104	8.5
2012	8	71	5	107	6.4
2012	8	72	5	102	0
2012	8	75	5	107	1.1
2012	8	78	5	102	1.3
2012	8	82	4	101	0
2012	8	84	3	101	0
2012	8	85	5	104	6
2012	8	87	1	101	3.4
2012	8	87	1	101	15.8
2012	8	96	5	102	2.7
2012	8	97	1	101	0
2012	8	97	1	101	0
2012	8	102	3	106	7.1
2012	8	103	5	107	2.4
2012	8	104	5	104	3.3
2012	8	105	4	108	13.8
2012	8	106	4	108	8.6
2012	8	108	5	102	3.2
2012	8	110	5	107	12.4
2012	8	111	5	103	0.4
2012	8	112	5	107	2.2
2012	8	113	5	104	0.1
2012	8	115	5	103	1.3
2012	8	116	1	104	0.3
2012	8	118	5	105	0
2012	8	119	5	104	0
2012	8	122	6	104	0.2
2012	8	123	2	101	2.9
2012	8	124	5	104	0.9
2012	8	126	1	105	0.1
2012	8	129	5	102	3.8
2012	8	130	3	107	2.9
2012	8	135	1	105	0
2012	8	140	5	107	6.3
2012	8	144	5	104	6.4
2012	9	2	1	105	0
2012	9	2	1	105	0
