Mes	CentMaq	Fuente	Region	EnGenerada-GWh
may-14	DIADEO	4	108	2.4
may-14	DSUD	1	101	0.7
may-14	DSUD	1	101	0.3
may-14	ESCAHI	5	107	13.1
may-14	ETIGHI	5	104	2.0
may-14	FSIMHI	5	102	4.6
may-14	HON1FV	6	104	0.3
may-14	HON2FV	6	104	0.4
may-14	HON3FV	6	104	0.0
may-14	ISBA	3	107	0.0
may-14	LDCU	1	104	0.0
may-14	LDCU	1	104	0.0
may-14	LDCUHI	5	104	0.6
may-14	LMADHI	5	107	2.7
may-14	LMO2HI	5	102	2.4
may-14	LOM4EO	4	108	14.6
may-14	LQUIHI	5	107	1.1
may-14	LVINHI	5	102	2.1
may-14	NECOEO	4	101	0.0
may-14	NIDE	3	101	0.0
may-14	NIH4HI	5	104	0.0
may-14	NPUE	1	101	0.0
may-14	NPUE	1	101	0.0
may-14	PMORHI	5	102	3.9
may-14	PNUE	1	101	0.0
may-14	PNUE	1	101	0.0
may-14	PUPI	3	106	5.8
may-14	PVIEHI	5	107	4.9
may-14	QULLHI	5	104	4.2
may-14	RAW1EO	4	108	13.2
may-14	RAW2EO	4	108	8.3
may-14	REOLHI	5	102	5.1
may-14	RHONHI	5	107	13.2
may-14	ROMEHI	5	103	0.0
may-14	RREYHI	5	107	2.5
may-14	SALOHI	5	104	0.1
may-14	SANDHI	5	103	0.0
may-14	SARC	1	104	0.0
may-14	SARC	1	104	0.0
may-14	SARC	1	104	0.0
may-14	SEMIHI	5	105	0.0
may-14	SGUIHI	5	104	0.0
may-14	SJUAFV	6	104	0.2
may-14	SMAN	2	101	2.1
may-14	SMARHI	5	104	1.6
may-14	SMIG	2	101	7.1
may-14	SNIC	1	105	0.0
may-14	SROQHI	5	102	6.1
may-14	TABA	3	107	3.4
may-14	TIMB	1	105	0.0
may-14	TORDEO	4	108	0.5
may-14	TUNAHI	5	107	3.1
may-14	ULLUHI	5	104	0.0
jun-14	AESP	1	105	0.0
jun-14	AESP	1	105	0.0
jun-14	AMEGHI	5	108	8.8
jun-14	ARAUEO	4	107	2.2
jun-14	ARAUEO	4	107	4.0
jun-14	CACVHI	5	104	0.0
jun-14	CADIHI	5	107	2.4
jun-14	CALEHI	5	102	0.7
jun-14	CARRHI	5	104	0.0
jun-14	CASSHI	5	102	2.9
jun-14	CEJEHI	5	102	0.0
jun-14	CESPHI	5	103	2.1
jun-14	CHI1	6	104	0.2
jun-14	CIPOHI	5	103	0.0
jun-14	COROHI	5	104	0.1
jun-14	CVIEHI	5	104	0.5
jun-14	DIADEO	4	108	2.5
jun-14	DSUD	1	101	0.0
jun-14	DSUD	1	101	0.5
jun-14	ESCAHI	5	107	10.0
jun-14	ETIGHI	5	104	0.2
jun-14	FSIMHI	5	102	3.2
jun-14	HON1FV	6	104	0.3
jun-14	HON2FV	6	104	0.4
jun-14	HON3FV	6	104	0.0
jun-14	ISBA	3	107	0.0
jun-14	LDCU	1	104	0.0
jun-14	LDCU	1	104	0.0
jun-14	LDCUHI	5	104	0.4
jun-14	LMADHI	5	107	2.6
jun-14	LMO2HI	5	102	0.5
jun-14	LOM4EO	4	108	14.5
jun-14	LQUIHI	5	107	0.1
jun-14	LVINHI	5	102	1.6
jun-14	NECOEO	4	101	0.0
jun-14	NIDE	3	101	0.0
jun-14	NIH4HI	5	104	0.0
jun-14	NPUE	1	101	0.0
jun-14	NPUE	1	101	0.0
jun-14	PMORHI	5	102	3.6
jun-14	PNUE	1	101	0.0
jun-14	PNUE	1	101	0.0
jun-14	PUPI	3	106	3.3
jun-14	PVIEHI	5	107	3.5
jun-14	QULLHI	5	104	0.1
jun-14	RAW1EO	4	108	13.4
jun-14	RAW2EO	4	108	8.1
jun-14	REOLHI	5	102	2.4
jun-14	RHONHI	5	107	12.7
jun-14	ROMEHI	5	103	0.0
jun-14	RREYHI	5	107	2.0
jun-14	SALOHI	5	104	0.1
jun-14	SANDHI	5	103	0.0
jun-14	SARC	1	104	0.0
jun-14	SARC	1	104	0.0
jun-14	SARC	1	104	0.0
jun-14	SEMIHI	5	105	0.0
jun-14	SGUIHI	5	104	0.0
jun-14	SJUAFV	6	104	0.1
jun-14	SMAN	2	101	2.1
jun-14	SMARHI	5	104	0.0
jun-14	SMIG	2	101	7.3
jun-14	SNIC	1	105	0.0
jun-14	SROQHI	5	102	5.1
jun-14	TABA	3	107	7.1
jun-14	TIMB	1	105	0.0
jun-14	TORDEO	4	108	0.7
jun-14	TUNAHI	5	107	3.5
jun-14	ULLUHI	5	104	0.0
jul-14	AESP	1	105	0.0
jul-14	AESP	1	105	0.0
jul-14	AMEGHI	5	108	9.0
jul-14	ARAUEO	4	107	2.1
jul-14	ARAUEO	4	107	3.4
jul-14	CACVHI	5	104	0.0
jul-14	CADIHI	5	107	2.8
jul-14	CALEHI	5	102	0.6
jul-14	CARRHI	5	104	2.1
jul-14	CASSHI	5	102	3.2
jul-14	CEJEHI	5	102	0.1
jul-14	CESPHI	5	103	2.2
jul-14	CHI1	6	104	0.3
jul-14	CIPOHI	5	103	0.0
jul-14	COROHI	5	104	0.0
jul-14	CVIEHI	5	104	1.1
jul-14	DIADEO	4	108	2.4
jul-14	DSUD	1	101	0.0
jul-14	DSUD	1	101	0.2
jul-14	ESCAHI	5	107	5.2
jul-14	ETIGHI	5	104	0.0
jul-14	FSIMHI	5	102	3.3
jul-14	HON1FV	6	104	0.3
jul-14	HON2FV	6	104	0.4
jul-14	HON3FV	6	104	0.0
jul-14	ISBA	3	107	1.0
jul-14	LDCU	1	104	0.0
jul-14	LDCU	1	104	0.0
jul-14	LDCUHI	5	104	0.5
jul-14	LMADHI	5	107	2.9
jul-14	LMO2HI	5	102	0.0
jul-14	LOM4EO	4	108	15.4
jul-14	LQUIHI	5	107	0.2
jul-14	LVINHI	5	102	1.9
jul-14	NECOEO	4	101	0.0
jul-14	NIDE	3	101	0.0
jul-14	NIH4HI	5	104	0.0
jul-14	NPUE	1	101	0.0
jul-14	NPUE	1	101	0.0
jul-14	PMORHI	5	102	2.6
jul-14	PNUE	1	101	0.0
jul-14	PNUE	1	101	0.0
jul-14	PUPI	3	106	2.2
jul-14	PVIEHI	5	107	2.9
jul-14	QULLHI	5	104	0.6
jul-14	RAW1EO	4	108	14.0
jul-14	RAW2EO	4	108	8.3
jul-14	REOLHI	5	102	2.7
jul-14	RHONHI	5	107	12.8
jul-14	ROMEHI	5	103	0.0
jul-14	RREYHI	5	107	0.1
jul-14	SALOHI	5	104	0.1
jul-14	SANDHI	5	103	0.0
jul-14	SARC	1	104	0.0
jul-14	SARC	1	104	0.0
jul-14	SARC	1	104	0.0
jul-14	SEMIHI	5	105	0.1
jul-14	SGUIHI	5	104	0.0
jul-14	SJUAFV	6	104	0.2
jul-14	SMAN	2	101	2.2
jul-14	SMARHI	5	104	0.0
jul-14	SMIG	2	101	7.1
jul-14	SNIC	1	105	0.0
jul-14	SROQHI	5	102	5.2
jul-14	TABA	3	107	1.7
jul-14	TIMB	1	105	0.0
jul-14	TORDEO	4	108	1.0
jul-14	TUNAHI	5	107	4.1
jul-14	ULLUHI	5	104	11.2
ago-14	AESP	1	105	0.0
ago-14	AESP	1	105	0.0
ago-14	AMEGHI	5	108	8.8
ago-14	ARAUEO	4	107	2.7
ago-14	ARAUEO	4	107	4.4
ago-14	CACVHI	5	104	0.0
ago-14	CADIHI	5	107	2.9
ago-14	CALEHI	5	102	0.7
ago-14	CARRHI	5	104	6.8
ago-14	CASSHI	5	102	5.2
ago-14	CEJEHI	5	102	0.2
ago-14	CESPHI	5	103	2.1
ago-14	CHI1	6	104	0.3
ago-14	CIPOHI	5	103	0.6
ago-14	COROHI	5	104	1.2
ago-14	CVIEHI	5	104	2.0
ago-14	DIADEO	4	108	2.4
ago-14	DSUD	1	101	0.0
ago-14	DSUD	1	101	0.0
ago-14	ESCAHI	5	107	4.8
ago-14	ETIGHI	5	104	1.3
ago-14	FSIMHI	5	102	5.4
ago-14	HON1FV	6	104	0.3
ago-14	HON2FV	6	104	0.5
ago-14	HON3FV	6	104	0.0
ago-14	ISBA	3	107	1.4
ago-14	LDCU	1	104	0.0
ago-14	LDCU	1	104	0.0
ago-14	LDCUHI	5	104	0.5
ago-14	LMADHI	5	107	4.9
ago-14	LMO2HI	5	102	1.2
ago-14	LOM4EO	4	108	17.9
ago-14	LQUIHI	5	107	1.2
ago-14	LVINHI	5	102	2.3
ago-14	NECOEO	4	101	0.0
ago-14	NIDE	3	101	0.0
ago-14	NIH4HI	5	104	3.8
ago-14	NPUE	1	101	0.0
ago-14	NPUE	1	101	0.0
ago-14	PMORHI	5	102	3.0
ago-14	PNUE	1	101	0.0
ago-14	PNUE	1	101	0.0
ago-14	PUPI	3	106	1.4
ago-14	PVIEHI	5	107	2.3
ago-14	QULLHI	5	104	3.0
ago-14	RAW1EO	4	108	17.9
ago-14	RAW2EO	4	108	10.7
ago-14	REOLHI	5	102	4.6
ago-14	RHONHI	5	107	12.9
ago-14	ROMEHI	5	103	0.5
ago-14	RREYHI	5	107	0.0
ago-14	SALOHI	5	104	0.2
ago-14	SANDHI	5	103	0.4
ago-14	SARC	1	104	0.0
ago-14	SARC	1	104	0.0
ago-14	SARC	1	104	0.0
ago-14	SEMIHI	5	105	0.0
ago-14	SGUIHI	5	104	0.0
ago-14	SJUAFV	6	104	0.2
ago-14	SMAN	2	101	2.0
ago-14	SMARHI	5	104	1.0
ago-14	SMIG	2	101	6.7
ago-14	SNIC	1	105	0.0
ago-14	SROQHI	5	102	5.2
ago-14	TABA	3	107	9.4
ago-14	TIMB	1	105	0.0
ago-14	TORDEO	4	108	0.4
ago-14	TUNAHI	5	107	4.2
ago-14	ULLUHI	5	104	12.5
sep-14	AESP	1	105	0.0
sep-14	AESP	1	105	0.0
sep-14	AMEGHI	5	108	9.9
sep-14	ARAUEO	4	107	3.8
sep-14	ARAUEO	4	107	6.5
sep-14	CACVHI	5	104	0.0
sep-14	CADIHI	5	107	2.9
sep-14	CALEHI	5	102	0.7
sep-14	CARRHI	5	104	5.9
sep-14	CASSHI	5	102	5.1
sep-14	CEJEHI	5	102	0.2
sep-14	CESPHI	5	103	2.1
sep-14	CHI1	6	104	0.3
sep-14	CIPOHI	5	103	3.1
sep-14	COROHI	5	104	1.6
sep-14	CVIEHI	5	104	1.7
sep-14	DIADEO	4	108	2.3
sep-14	DSUD	1	101	0.0
sep-14	DSUD	1	101	0.0
sep-14	ESCAHI	5	107	4.9
sep-14	ETIGHI	5	104	2.4
sep-14	FSIMHI	5	102	5.0
sep-14	HON1FV	6	104	0.4
sep-14	HON2FV	6	104	0.5
sep-14	HON3FV	6	104	0.0
sep-14	ISBA	3	107	3.9
sep-14	LDCU	1	104	0.0
sep-14	LDCU	1	104	0.0
sep-14	LDCUHI	5	104	0.6
sep-14	LMADHI	5	107	6.5
sep-14	LMO2HI	5	102	1.4
sep-14	LOM4EO	4	108	16.8
sep-14	LQUIHI	5	107	1.2
sep-14	LUJAHI	5	104	0.0
sep-14	LVINHI	5	102	2.9
sep-14	NECOEO	4	101	0.0
sep-14	NIDE	3	101	0.0
sep-14	NIH4HI	5	104	13.5
sep-14	NPUE	1	101	0.0
sep-14	NPUE	1	101	0.0
sep-14	PMORHI	5	102	3.6
sep-14	PNUE	1	101	0.0
sep-14	PNUE	1	101	0.0
sep-14	PROV	3	107	1.3
sep-14	PUPI	3	106	0.9
sep-14	PVIEHI	5	107	1.7
sep-14	QULLHI	5	104	6.5
sep-14	RAW1EO	4	108	17.3
sep-14	RAW2EO	4	108	10.4
sep-14	REOLHI	5	102	4.5
sep-14	RHONHI	5	107	12.1
sep-14	ROMEHI	5	103	3.0
sep-14	RREYHI	5	107	0.0
sep-14	SALOHI	5	104	0.2
sep-14	SANDHI	5	103	1.1
sep-14	SARC	1	104	0.0
sep-14	SARC	1	104	0.0
sep-14	SARC	1	104	0.0
sep-14	SEMIHI	5	105	0.0
sep-14	SGUIHI	5	104	0.0
sep-14	SJUAFV	6	104	0.2
sep-14	SMAN	2	101	2.0
sep-14	SMARHI	5	104	1.9
sep-14	SMIG	2	101	6.2
sep-14	SNIC	1	105	0.0
sep-14	SROQHI	5	102	5.1
sep-14	TABA	3	107	11.1
sep-14	TIMB	1	105	0.0
sep-14	TORDEO	4	108	0.5
sep-14	TUNAHI	5	107	4.4
sep-14	ULLUHI	5	104	12.3
oct-14	AESP	1	105	0.0
oct-14	AESP	1	105	0.0
oct-14	AMEGHI	5	108	11.3
oct-14	ARAUEO	4	107	3.8
oct-14	ARAUEO	4	107	6.4
oct-14	CACVHI	5	104	0.0
oct-14	CADIHI	5	107	3.6
oct-14	CALEHI	5	102	0.6
oct-14	CARRHI	5	104	5.8
oct-14	CASSHI	5	102	5.2
oct-14	CEJEHI	5	102	0.2
oct-14	CESPHI	5	103	2.1
oct-14	CHI1	6	104	0.4
oct-14	CIPOHI	5	103	3.4
oct-14	COROHI	5	104	2.1
oct-14	CVIEHI	5	104	1.9
oct-14	DIADEO	4	108	2.4
oct-14	DSUD	1	101	0.0
oct-14	DSUD	1	101	0.0
oct-14	ESCAHI	5	107	6.1
oct-14	ETIGHI	5	104	3.2
oct-14	FSIMHI	5	102	5.3
oct-14	HON1FV	6	104	0.4
oct-14	HON2FV	6	104	0.6
oct-14	HON3FV	6	104	0.0
oct-14	ISBA	3	107	2.9
oct-14	LDCU	1	104	0.0
oct-14	LDCU	1	104	0.0
oct-14	LDCUHI	5	104	0.7
oct-14	LMADHI	5	107	7.7
oct-14	LMO2HI	5	102	1.3
oct-14	LOM4EO	4	108	14.5
oct-14	LQUIHI	5	107	1.0
oct-14	LUJAHI	5	104	0.1
oct-14	LVINHI	5	102	3.5
oct-14	NECOEO	4	101	0.0
oct-14	NIDE	3	101	0.0
oct-14	NIH4HI	5	104	7.9
oct-14	NPUE	1	101	0.0
oct-14	NPUE	1	101	0.0
oct-14	PMORHI	5	102	3.6
oct-14	PNUE	1	101	0.0
oct-14	PNUE	1	101	0.0
oct-14	PROV	3	107	1.2
oct-14	PUPI	3	106	1.7
oct-14	PVIEHI	5	107	1.8
oct-14	QULLHI	5	104	8.2
oct-14	RAW1EO	4	108	14.1
oct-14	RAW2EO	4	108	8.6
oct-14	REOLHI	5	102	4.4
oct-14	RHONHI	5	107	11.8
oct-14	ROMEHI	5	103	3.4
oct-14	RREYHI	5	107	0.0
oct-14	SALOHI	5	104	0.2
oct-14	SANDHI	5	103	1.4
oct-14	SARC	1	104	0.0
oct-14	SARC	1	104	0.0
oct-14	SARC	1	104	0.0
oct-14	SEMIHI	5	105	0.0
oct-14	SGUIHI	5	104	0.0
oct-14	SJUAFV	6	104	0.2
oct-14	SMAN	2	101	2.0
oct-14	SMARHI	5	104	2.0
oct-14	SMIG	2	101	6.7
oct-14	SNIC	1	105	0.0
oct-14	SROQHI	5	102	8.0
oct-14	TABA	3	107	10.4
oct-14	TIMB	1	105	0.0
oct-14	TORDEO	4	108	0.5
oct-14	TUNAHI	5	107	4.9
oct-14	ULLUHI	5	104	12.8
nov-14	AESP	1	105	0.0
nov-14	AESP	1	105	0.0
nov-14	AMEGHI	5	108	12.4
nov-14	ARAUEO	4	107	3.8
nov-14	ARAUEO	4	107	6.8
nov-14	CACVHI	5	104	0.0
nov-14	CADIHI	5	107	2.4
nov-14	CALEHI	5	102	0.6
nov-14	CARRHI	5	104	6.7
nov-14	CASSHI	5	102	5.2
nov-14	CEJEHI	5	102	0.2
nov-14	CESPHI	5	103	2.1
nov-14	CHI1	6	104	0.3
nov-14	CIPOHI	5	103	3.4
nov-14	COROHI	5	104	2.8
nov-14	CVIEHI	5	104	2.3
nov-14	DIADEO	4	108	2.7
nov-14	DSUD	1	101	0.0
nov-14	DSUD	1	101	0.0
nov-14	ESCAHI	5	107	5.5
nov-14	ETIGHI	5	104	4.1
nov-14	FSIMHI	5	102	5.0
nov-14	HON1FV	6	104	0.4
nov-14	HON2FV	6	104	0.5
nov-14	HON3FV	6	104	0.0
nov-14	ISBA	3	107	0.0
nov-14	LDCU	1	104	0.0
nov-14	LDCU	1	104	0.0
nov-14	LDCUHI	5	104	0.6
nov-14	LMADHI	5	107	9.0
nov-14	LMO2HI	5	102	1.3
nov-14	LOM4EO	4	108	16.9
nov-14	LQUIHI	5	107	0.7
nov-14	LUJAHI	5	104	0.2
nov-14	LVINHI	5	102	3.7
nov-14	NECOEO	4	101	0.0
nov-14	NIDE	3	101	0.0
nov-14	NIH4HI	5	104	11.9
nov-14	NPUE	1	101	0.0
nov-14	NPUE	1	101	0.0
nov-14	PMORHI	5	102	3.5
nov-14	PNUE	1	101	0.0
nov-14	PNUE	1	101	0.0
nov-14	PROV	3	107	0.0
nov-14	PUPI	3	106	1.5
nov-14	PVIEHI	5	107	2.0
nov-14	QULLHI	5	104	8.3
nov-14	RAW1EO	4	108	16.6
nov-14	RAW2EO	4	108	10.0
nov-14	REOLHI	5	102	4.4
nov-14	RHONHI	5	107	10.8
nov-14	ROMEHI	5	103	3.7
nov-14	RREYHI	5	107	0.9
nov-14	SALOHI	5	104	0.2
nov-14	SANDHI	5	103	1.8
nov-14	SARC	1	104	0.0
nov-14	SARC	1	104	0.0
nov-14	SARC	1	104	0.0
nov-14	SEMIHI	5	105	0.0
nov-14	SGUIHI	5	104	0.0
nov-14	SJUAFV	6	104	0.2
nov-14	SMAN	2	101	1.7
nov-14	SMARHI	5	104	2.2
nov-14	SMIG	2	101	5.6
nov-14	SNIC	1	105	0.0
nov-14	SROQHI	5	102	7.0
nov-14	TABA	3	107	10.6
nov-14	TIMB	1	105	0.0
nov-14	TORDEO	4	108	0.5
nov-14	TUNAHI	5	107	4.4
nov-14	ULLUHI	5	104	13.6
dic-14	AESP	1	105	0.0
dic-14	AESP	1	105	0.0
dic-14	AMEGHI	5	108	14.0
dic-14	ARAUEO	4	107	4.2
dic-14	ARAUEO	4	107	7.6
dic-14	CACVHI	5	104	0.0
dic-14	CADIHI	5	107	1.6
dic-14	CALEHI	5	102	0.7
dic-14	CARRHI	5	104	6.6
dic-14	CASSHI	5	102	4.3
dic-14	CEJEHI	5	102	0.2
dic-14	CESPHI	5	103	2.1
dic-14	CHI1	6	104	0.4
dic-14	CIPOHI	5	103	3.5
dic-14	COROHI	5	104	3.1
dic-14	CVIEHI	5	104	2.3
dic-14	DIADEO	4	108	2.6
dic-14	DSUD	1	101	0.0
dic-14	DSUD	1	101	0.0
dic-14	ESCAHI	5	107	7.2
dic-14	ETIGHI	5	104	4.6
dic-14	FSIMHI	5	102	4.3
dic-14	HON1FV	6	104	0.4
dic-14	HON2FV	6	104	0.6
dic-14	HON3FV	6	104	0.0
dic-14	ISBA	3	107	0.0
dic-14	LDCU	1	104	0.0
dic-14	LDCU	1	104	0.0
dic-14	LDCUHI	5	104	0.6
dic-14	LMADHI	5	107	6.1
dic-14	LMO2HI	5	102	1.4
dic-14	LOM4EO	4	108	15.1
dic-14	LQUIHI	5	107	1.1
dic-14	LUJAHI	5	104	0.5
dic-14	LVINHI	5	102	3.4
dic-14	NECOEO	4	101	0.0
dic-14	NIDE	3	101	0.0
dic-14	NIH4HI	5	104	15.2
dic-14	NPUE	1	101	0.0
dic-14	NPUE	1	101	0.0
dic-14	PMORHI	5	102	3.2
dic-14	PNUE	1	101	0.0
dic-14	PNUE	1	101	0.0
dic-14	PROV	3	107	0.0
dic-14	PUPI	3	106	1.4
dic-14	PVIEHI	5	107	4.5
dic-14	QULLHI	5	104	8.5
dic-14	RAW1EO	4	108	16.6
dic-14	RAW2EO	4	108	10.0
dic-14	REOLHI	5	102	3.9
dic-14	RHONHI	5	107	10.5
dic-14	ROMEHI	5	103	3.8
dic-14	RREYHI	5	107	1.4
dic-14	SALOHI	5	104	0.2
dic-14	SANDHI	5	103	3.0
dic-14	SARC	1	104	0.0
dic-14	SARC	1	104	0.0
dic-14	SARC	1	104	0.0
dic-14	SEMIHI	5	105	0.0
dic-14	SGUIHI	5	104	0.0
dic-14	SJUAFV	6	104	0.2
dic-14	SMAN	2	101	1.6
dic-14	SMARHI	5	104	2.1
dic-14	SMIG	2	101	6.7
dic-14	SNIC	1	105	0.0
dic-14	SROQHI	5	102	7.4
dic-14	TABA	3	107	5.5
dic-14	TIMB	1	105	0.0
dic-14	TORDEO	4	108	0.5
dic-14	TUNAHI	5	107	3.2
dic-14	ULLUHI	5	104	25.1
ene-15	AESP	1	105	0.0
ene-15	AESP	1	105	0.0
ene-15	AMEGHI	5	108	14.9
ene-15	ARAUEO	4	107	2.9
ene-15	ARAUEO	4	107	4.4
ene-15	CACVHI	5	104	0.0
ene-15	CADIHI	5	107	0.3
ene-15	CALEHI	5	102	0.7
ene-15	CARRHI	5	104	5.9
ene-15	CASSHI	5	102	4.6
ene-15	CEJEHI	5	102	0.2
ene-15	CESPHI	5	103	2.1
ene-15	CHI1	6	104	0.3
ene-15	CIPOHI	5	103	3.4
ene-15	COROHI	5	104	2.9
ene-15	CVIEHI	5	104	1.5
ene-15	DIADEO	4	108	2.2
ene-15	DSUD	1	101	0.0
ene-15	DSUD	1	101	0.0
ene-15	ESCAHI	5	107	11.4
ene-15	ETIGHI	5	104	4.8
ene-15	FSIMHI	5	102	4.4
ene-15	HON1FV	6	104	0.4
ene-15	HON2FV	6	104	0.5
ene-15	HON3FV	6	104	0.0
ene-15	ISBA	3	107	0.0
ene-15	LDCU	1	104	0.0
ene-15	LDCU	1	104	0.0
ene-15	LDCUHI	5	104	0.5
ene-15	LMADHI	5	107	5.6
ene-15	LMO2HI	5	102	2.5
ene-15	LOM4EO	4	108	15.7
ene-15	LQUIHI	5	107	0.6
ene-15	LUJAHI	5	104	0.2
ene-15	LVINHI	5	102	3.7
ene-15	NECOEO	4	101	0.0
ene-15	NIDE	3	101	0.0
ene-15	NIH4HI	5	104	9.2
ene-15	NPUE	1	101	0.0
ene-15	NPUE	1	101	0.0
ene-15	PMORHI	5	102	3.5
ene-15	PNUE	1	101	0.0
ene-15	PNUE	1	101	0.0
ene-15	PROV	3	107	0.0
ene-15	PUPI	3	106	1.0
ene-15	PVIEHI	5	107	6.6
ene-15	QULLHI	5	104	8.4
ene-15	RAW1EO	4	108	16.2
ene-15	RAW2EO	4	108	10.0
ene-15	REOLHI	5	102	3.9
ene-15	RHONHI	5	107	11.0
ene-15	ROMEHI	5	103	3.4
ene-15	RREYHI	5	107	1.1
ene-15	SALOHI	5	104	0.2
ene-15	SANDHI	5	103	4.0
ene-15	SARC	1	104	0.0
ene-15	SARC	1	104	0.0
ene-15	SARC	1	104	0.0
ene-15	SEMIHI	5	105	0.0
ene-15	SGUIHI	5	104	0.0
ene-15	SJUAFV	6	104	0.2
ene-15	SMAN	2	101	1.2
ene-15	SMARHI	5	104	2.2
ene-15	SMIG	2	101	6.7
ene-15	SNIC	1	105	0.0
ene-15	SROQHI	5	102	9.2
ene-15	TABA	3	107	4.3
ene-15	TIMB	1	105	0.0
ene-15	TORDEO	4	108	0.3
ene-15	TUNAHI	5	107	2.7
ene-15	ULLUHI	5	104	20.8
feb-15	AESP	1	105	0.0
feb-15	AESP	1	105	0.0
feb-15	AMEGHI	5	108	13.3
feb-15	ARAUEO	4	107	2.6
feb-15	ARAUEO	4	107	4.1
feb-15	CACVHI	5	104	0.0
feb-15	CADIHI	5	107	2.0
feb-15	CALEHI	5	102	0.5
feb-15	CARRHI	5	104	1.8
feb-15	CASSHI	5	102	6.6
feb-15	CEJEHI	5	102	0.2
feb-15	CESPHI	5	103	1.9
feb-15	CHI1	6	104	0.3
feb-15	CIPOHI	5	103	3.1
feb-15	COROHI	5	104	2.0
feb-15	CVIEHI	5	104	1.4
feb-15	DIADEO	4	108	1.8
feb-15	DSUD	1	101	0.0
feb-15	DSUD	1	101	0.0
feb-15	ESCAHI	5	107	11.7
feb-15	ETIGHI	5	104	3.5
feb-15	FSIMHI	5	102	4.7
feb-15	HON1FV	6	104	0.3
feb-15	HON2FV	6	104	0.5
feb-15	HON3FV	6	104	0.0
feb-15	ISBA	3	107	0.0
feb-15	LDCU	1	104	0.0
feb-15	LDCU	1	104	0.0
feb-15	LDCUHI	5	104	0.5
feb-15	LMADHI	5	107	4.4
feb-15	LMO2HI	5	102	2.5
feb-15	LOM4EO	4	108	13.4
feb-15	LQUIHI	5	107	0.6
feb-15	LUJAHI	5	104	0.3
feb-15	LVINHI	5	102	3.7
feb-15	NECOEO	4	101	0.0
feb-15	NIDE	3	101	0.0
feb-15	NIH4HI	5	104	3.6
feb-15	NPUE	1	101	0.0
feb-15	NPUE	1	101	0.0
feb-15	PMORHI	5	102	3.9
feb-15	PNUE	1	101	0.0
feb-15	PNUE	1	101	0.0
feb-15	PROV	3	107	0.0
feb-15	PUPI	3	106	1.5
feb-15	PVIEHI	5	107	8.9
feb-15	QULLHI	5	104	6.8
feb-15	RAW1EO	4	108	12.6
feb-15	RAW2EO	4	108	8.1
feb-15	REOLHI	5	102	13.6
feb-15	RHONHI	5	107	10.8
feb-15	ROMEHI	5	103	2.9
feb-15	RREYHI	5	107	1.9
feb-15	SALOHI	5	104	0.2
feb-15	SANDHI	5	103	1.4
feb-15	SARC	1	104	0.0
feb-15	SARC	1	104	0.0
feb-15	SARC	1	104	0.0
feb-15	SEMIHI	5	105	0.0
feb-15	SGUIHI	5	104	0.0
feb-15	SJUAFV	6	104	0.2
feb-15	SMAN	2	101	1.2
feb-15	SMARHI	5	104	0.9
feb-15	SMIG	2	101	5.8
feb-15	SNIC	1	105	0.0
feb-15	SROQHI	5	102	11.0
feb-15	TABA	3	107	3.1
feb-15	TIMB	1	105	0.0
feb-15	TORDEO	4	108	0.2
feb-15	TUNAHI	5	107	2.9
feb-15	ULLUHI	5	104	13.0
mar-15	AESP	1	105	0.0
mar-15	AESP	1	105	0.0
mar-15	AMEGHI	5	108	13.2
mar-15	ARAUEO	4	107	3.0
mar-15	ARAUEO	4	107	4.2
mar-15	CACVHI	5	104	0.0
mar-15	CADIHI	5	107	8.5
mar-15	CALEHI	5	102	0.0
mar-15	CARRHI	5	104	1.7
mar-15	CASSHI	5	102	7.7
mar-15	CEJEHI	5	102	0.2
mar-15	CESPHI	5	103	2.2
mar-15	CHI1	6	104	0.3
mar-15	CIPOHI	5	103	3.6
mar-15	COROHI	5	104	0.6
mar-15	CVIEHI	5	104	1.1
mar-15	DIADEO	4	108	2.5
mar-15	DSUD	1	101	0.0
mar-15	DSUD	1	101	0.0
mar-15	ESCAHI	5	107	13.1
mar-15	ETIGHI	5	104	1.2
mar-15	FSIMHI	5	102	2.7
mar-15	HON1FV	6	104	0.3
mar-15	HON2FV	6	104	0.5
mar-15	HON3FV	6	104	0.0
mar-15	ISBA	3	107	0.0
mar-15	LDCU	1	104	0.0
mar-15	LDCU	1	104	0.0
mar-15	LDCUHI	5	104	0.6
mar-15	LMADHI	5	107	11.2
mar-15	LMO2HI	5	102	2.8
mar-15	LOM4EO	4	108	12.5
mar-15	LQUIHI	5	107	0.8
mar-15	LUJAHI	5	104	0.4
mar-15	LVINHI	5	102	4.9
mar-15	NECOEO	4	101	0.0
mar-15	NIDE	3	101	0.0
mar-15	NIH4HI	5	104	0.0
mar-15	NPUE	1	101	0.0
mar-15	NPUE	1	101	0.0
mar-15	PMORHI	5	102	4.2
mar-15	PNUE	1	101	0.0
mar-15	PNUE	1	101	0.0
mar-15	PROV	3	107	0.0
mar-15	PUPI	3	106	1.6
mar-15	PVIEHI	5	107	6.6
mar-15	QULLHI	5	104	3.3
mar-15	RAW1EO	4	108	11.6
mar-15	RAW2EO	4	108	7.4
mar-15	REOLHI	5	102	19.7
mar-15	RHONHI	5	107	12.2
mar-15	ROMEHI	5	103	3.6
mar-15	RREYHI	5	107	3.1
mar-15	SALOHI	5	104	0.1
mar-15	SANDHI	5	103	0.0
