Mes	CentMaq	Fuente	Region	EnGenerada-GWh
ene-11	AESP	1	105	0.0
ene-11	AESP	1	105	0.0
ene-11	AMEGHI	5	108	13.8
ene-11	ARAUEO	4	107	0.1
ene-11	CACVHI	5	104	0.0
ene-11	CADIHI	5	107	0.6
ene-11	CALEHI	5	102	0.9
ene-11	CARRHI	5	104	5.4
ene-11	CASSHI	5	102	4.1
ene-11	CEJEHI	5	102	0.0
ene-11	COROHI	5	104	0.0
ene-11	CVIEHI	5	104	2.1
ene-11	DIADEO	4	108	0.0
ene-11	ESCAHI	5	107	0.4
ene-11	ETIGHI	5	104	5.9
ene-11	FSIMHI	5	102	4.3
ene-11	ISBA	3	107	0.0
ene-11	LDCU	1	104	0.0
ene-11	LDCU	1	104	0.0
ene-11	LMADHI	5	107	3.7
ene-11	LMO2HI	5	102	0.0
ene-11	LQUIHI	5	107	1.0
ene-11	LVINHI	5	102	1.5
ene-11	NECOEO	4	101	0.0
ene-11	NIDE	3	101	0.0
ene-11	NIH4HI	5	104	10.3
ene-11	NPUE	1	101	0.0
ene-11	NPUE	1	101	0.0
ene-11	PMORHI	5	102	2.7
ene-11	PUPI	3	106	6.9
ene-11	PVIEHI	5	107	5.7
ene-11	QULLHI	5	104	8.6
ene-11	REOLHI	5	102	3.3
ene-11	RHONHI	5	107	10.1
ene-11	RREYHI	5	107	0.0
ene-11	SANDHI	5	103	0.0
ene-11	SEMIHI	5	105	0.0
ene-11	SJUAFV	6	104	0.0
ene-11	SMARHI	5	104	0.0
ene-11	SNIC	1	105	0.0
ene-11	SROQHI	5	102	4.3
ene-11	TUNAHI	5	107	3.9
ene-11	ULLUHI	5	104	21.5
feb-11	AESP	1	105	0.0
feb-11	AESP	1	105	0.0
feb-11	AMEGHI	5	108	12.5
feb-11	ARAUEO	4	107	0.6
feb-11	CACVHI	5	104	0.0
feb-11	CADIHI	5	107	6.9
feb-11	CALEHI	5	102	0.8
feb-11	CARRHI	5	104	3.4
feb-11	CASSHI	5	102	7.0
feb-11	CEJEHI	5	102	0.0
feb-11	COROHI	5	104	0.0
feb-11	CVIEHI	5	104	1.2
feb-11	DIADEO	4	108	0.0
feb-11	ESCAHI	5	107	5.9
feb-11	ETIGHI	5	104	3.9
feb-11	FSIMHI	5	102	7.1
feb-11	ISBA	3	107	0.0
feb-11	LDCU	1	104	0.0
feb-11	LDCU	1	104	0.0
feb-11	LMADHI	5	107	6.4
feb-11	LMO2HI	5	102	0.0
feb-11	LQUIHI	5	107	0.8
feb-11	LVINHI	5	102	0.9
feb-11	NECOEO	4	101	0.0
feb-11	NIDE	3	101	0.0
feb-11	NIH4HI	5	104	4.8
feb-11	NPUE	1	101	0.0
feb-11	NPUE	1	101	0.0
feb-11	PMORHI	5	102	3.9
feb-11	PUPI	3	106	6.0
feb-11	PVIEHI	5	107	4.3
feb-11	QULLHI	5	104	6.8
feb-11	REOLHI	5	102	6.8
feb-11	RHONHI	5	107	10.6
feb-11	RREYHI	5	107	0.0
feb-11	SANDHI	5	103	0.0
feb-11	SEMIHI	5	105	0.1
feb-11	SJUAFV	6	104	0.0
feb-11	SMARHI	5	104	0.0
feb-11	SNIC	1	105	0.0
feb-11	SROQHI	5	102	3.8
feb-11	TUNAHI	5	107	6.0
feb-11	ULLUHI	5	104	19.8
mar-11	AESP	1	105	0.0
mar-11	AESP	1	105	0.0
mar-11	AMEGHI	5	108	11.7
mar-11	ARAUEO	4	107	0.7
mar-11	CACVHI	5	104	0.0
mar-11	CADIHI	5	107	8.1
mar-11	CALEHI	5	102	0.9
mar-11	CARRHI	5	104	4.9
mar-11	CASSHI	5	102	8.4
mar-11	CEJEHI	5	102	0.0
mar-11	COROHI	5	104	0.0
mar-11	CVIEHI	5	104	1.0
mar-11	DIADEO	4	108	0.0
mar-11	ESCAHI	5	107	12.2
mar-11	ETIGHI	5	104	3.4
mar-11	FSIMHI	5	102	8.2
mar-11	ISBA	3	107	0.0
mar-11	LDCU	1	104	0.0
mar-11	LDCU	1	104	0.0
mar-11	LMADHI	5	107	10.1
mar-11	LMO2HI	5	102	0.0
mar-11	LQUIHI	5	107	1.3
mar-11	LVINHI	5	102	1.8
mar-11	NECOEO	4	101	0.0
mar-11	NIDE	3	101	0.0
mar-11	NIH4HI	5	104	6.4
mar-11	NPUE	1	101	0.0
mar-11	NPUE	1	101	0.0
mar-11	PMORHI	5	102	4.3
mar-11	PUPI	3	106	6.6
mar-11	PVIEHI	5	107	9.4
mar-11	QULLHI	5	104	5.3
mar-11	REOLHI	5	102	8.8
mar-11	RHONHI	5	107	11.9
mar-11	RREYHI	5	107	0.0
mar-11	SANDHI	5	103	0.0
mar-11	SEMIHI	5	105	0.0
mar-11	SJUAFV	6	104	0.1
mar-11	SMARHI	5	104	0.0
mar-11	SNIC	1	105	0.0
mar-11	SROQHI	5	102	4.3
mar-11	TUNAHI	5	107	6.8
mar-11	ULLUHI	5	104	12.4
abr-11	AESP	1	105	0.0
abr-11	AESP	1	105	0.0
abr-11	AMEGHI	5	108	9.9
abr-11	ARAUEO	4	107	0.7
abr-11	CACVHI	5	104	0.0
abr-11	CADIHI	5	107	5.3
abr-11	CALEHI	5	102	0.8
abr-11	CARRHI	5	104	6.6
abr-11	CASSHI	5	102	6.0
abr-11	CEJEHI	5	102	0.0
abr-11	COROHI	5	104	2.0
abr-11	CVIEHI	5	104	1.3
abr-11	DIADEO	4	108	0.0
abr-11	ESCAHI	5	107	12.0
abr-11	ETIGHI	5	104	3.1
abr-11	FSIMHI	5	102	6.1
abr-11	ISBA	3	107	0.0
abr-11	LDCU	1	104	0.0
abr-11	LDCU	1	104	0.0
abr-11	LMADHI	5	107	7.8
abr-11	LMO2HI	5	102	0.0
abr-11	LQUIHI	5	107	1.3
abr-11	LVINHI	5	102	2.8
abr-11	NECOEO	4	101	0.0
abr-11	NIDE	3	101	0.0
abr-11	NIH4HI	5	104	8.2
abr-11	NPUE	1	101	0.0
abr-11	NPUE	1	101	0.0
abr-11	PMORHI	5	102	3.8
abr-11	PUPI	3	106	6.1
abr-11	PVIEHI	5	107	8.3
abr-11	QULLHI	5	104	4.1
abr-11	REOLHI	5	102	5.0
abr-11	RHONHI	5	107	11.9
abr-11	RREYHI	5	107	0.7
abr-11	SANDHI	5	103	0.0
abr-11	SEMIHI	5	105	0.0
abr-11	SJUAFV	6	104	0.2
abr-11	SMARHI	5	104	1.4
abr-11	SNIC	1	105	0.0
abr-11	SROQHI	5	102	3.6
abr-11	TUNAHI	5	107	6.4
abr-11	ULLUHI	5	104	9.6
may-11	AESP	1	105	5.5
may-11	AESP	1	105	0.0
may-11	AMEGHI	5	108	7.7
may-11	ARAUEO	4	107	0.8
may-11	CACVHI	5	104	0.0
may-11	CADIHI	5	107	3.4
may-11	CALEHI	5	102	0.7
may-11	CARRHI	5	104	0.3
may-11	CASSHI	5	102	3.5
may-11	CEJEHI	5	102	0.0
may-11	COROHI	5	104	1.1
may-11	CVIEHI	5	104	1.1
may-11	DIADEO	4	108	0.0
may-11	ESCAHI	5	107	6.6
may-11	ETIGHI	5	104	1.7
may-11	FSIMHI	5	102	3.5
may-11	ISBA	3	107	0.0
may-11	LDCU	1	104	0.0
may-11	LDCU	1	104	0.0
may-11	LMADHI	5	107	8.8
may-11	LMO2HI	5	102	0.0
may-11	LQUIHI	5	107	1.2
may-11	LVINHI	5	102	2.5
may-11	NECOEO	4	101	0.0
may-11	NIDE	3	101	0.0
may-11	NIH4HI	5	104	0.0
may-11	NPUE	1	101	0.0
may-11	NPUE	1	101	0.0
may-11	PMORHI	5	102	2.7
may-11	PUPI	3	106	7.5
may-11	PVIEHI	5	107	5.2
may-11	QULLHI	5	104	1.2
may-11	REOLHI	5	102	2.5
may-11	RHONHI	5	107	13.3
may-11	RREYHI	5	107	3.6
may-11	SANDHI	5	103	0.0
may-11	SEMIHI	5	105	0.0
may-11	SJUAFV	6	104	0.2
may-11	SMARHI	5	104	0.7
may-11	SNIC	1	105	0.0
may-11	SROQHI	5	102	3.2
may-11	TUNAHI	5	107	7.3
may-11	ULLUHI	5	104	5.6
jun-11	AESP	1	105	6.3
jun-11	AESP	1	105	0.0
jun-11	AMEGHI	5	108	5.7
jun-11	ARAUEO	4	107	1.2
jun-11	CACVHI	5	104	0.0
jun-11	CADIHI	5	107	3.0
jun-11	CALEHI	5	102	0.6
jun-11	CARRHI	5	104	0.0
jun-11	CASSHI	5	102	2.9
jun-11	CEJEHI	5	102	0.0
jun-11	COROHI	5	104	0.0
jun-11	CVIEHI	5	104	0.0
jun-11	DIADEO	4	108	0.0
jun-11	ESCAHI	5	107	3.7
jun-11	ETIGHI	5	104	0.0
jun-11	FSIMHI	5	102	2.9
jun-11	ISBA	3	107	0.0
jun-11	LDCU	1	104	0.0
jun-11	LDCU	1	104	0.0
jun-11	LMADHI	5	107	7.3
jun-11	LMO2HI	5	102	0.0
jun-11	LQUIHI	5	107	0.3
jun-11	LVINHI	5	102	1.0
jun-11	NECOEO	4	101	0.0
jun-11	NIDE	3	101	0.0
jun-11	NIH4HI	5	104	0.0
jun-11	NPUE	1	101	0.0
jun-11	NPUE	1	101	0.0
jun-11	PMORHI	5	102	1.8
jun-11	PUPI	3	106	6.6
jun-11	PVIEHI	5	107	3.8
jun-11	QULLHI	5	104	0.4
jun-11	REOLHI	5	102	2.1
jun-11	RHONHI	5	107	12.6
jun-11	RREYHI	5	107	2.6
jun-11	SANDHI	5	103	0.0
jun-11	SEMIHI	5	105	0.0
jun-11	SJUAFV	6	104	0.1
jun-11	SMARHI	5	104	0.5
jun-11	SNIC	1	105	0.0
jun-11	SROQHI	5	102	2.7
jun-11	TUNAHI	5	107	6.9
jun-11	ULLUHI	5	104	2.3
jul-11	AESP	1	105	6.0
jul-11	AESP	1	105	1.1
jul-11	AMEGHI	5	108	5.5
jul-11	ARAUEO	4	107	1.1
jul-11	CACVHI	5	104	0.0
jul-11	CADIHI	5	107	3.1
jul-11	CALEHI	5	102	0.6
jul-11	CARRHI	5	104	0.0
jul-11	CASSHI	5	102	2.7
jul-11	CEJEHI	5	102	0.0
jul-11	COROHI	5	104	0.0
jul-11	CVIEHI	5	104	0.5
jul-11	DIADEO	4	108	0.0
jul-11	ESCAHI	5	107	3.9
jul-11	ETIGHI	5	104	0.0
jul-11	FSIMHI	5	102	2.7
jul-11	ISBA	3	107	0.6
jul-11	LDCU	1	104	1.1
jul-11	LDCU	1	104	1.5
jul-11	LMADHI	5	107	5.5
jul-11	LMO2HI	5	102	0.0
jul-11	LQUIHI	5	107	0.3
jul-11	LVINHI	5	102	1.1
jul-11	NECOEO	4	101	0.0
jul-11	NIDE	3	101	0.0
jul-11	NIH4HI	5	104	0.0
jul-11	NPUE	1	101	1.4
jul-11	NPUE	1	101	1.3
jul-11	PMORHI	5	102	1.8
jul-11	PUPI	3	106	6.6
jul-11	PVIEHI	5	107	2.9
jul-11	QULLHI	5	104	0.7
jul-11	REOLHI	5	102	1.9
jul-11	RHONHI	5	107	13.0
jul-11	RREYHI	5	107	2.2
jul-11	SANDHI	5	103	0.0
jul-11	SEMIHI	5	105	0.0
jul-11	SJUAFV	6	104	0.1
jul-11	SMARHI	5	104	0.5
jul-11	SNIC	1	105	0.1
jul-11	SROQHI	5	102	2.7
jul-11	TUNAHI	5	107	6.7
jul-11	ULLUHI	5	104	2.0
ago-11	AESP	1	105	3.4
ago-11	AESP	1	105	0.0
ago-11	AMEGHI	5	108	5.7
ago-11	ARAUEO	4	107	0.4
ago-11	CACVHI	5	104	0.0
ago-11	CADIHI	5	107	3.4
ago-11	CALEHI	5	102	0.6
ago-11	CARRHI	5	104	3.3
ago-11	CASSHI	5	102	2.7
ago-11	CEJEHI	5	102	0.0
ago-11	COROHI	5	104	0.8
ago-11	CVIEHI	5	104	1.3
ago-11	DIADEO	4	108	0.0
ago-11	ESCAHI	5	107	5.5
ago-11	ETIGHI	5	104	1.2
ago-11	FSIMHI	5	102	2.7
ago-11	ISBA	3	107	2.8
ago-11	LDCU	1	104	0.3
ago-11	LDCU	1	104	0.6
ago-11	LMADHI	5	107	6.5
ago-11	LMO2HI	5	102	0.0
ago-11	LQUIHI	5	107	1.3
ago-11	LVINHI	5	102	1.2
ago-11	NECOEO	4	101	0.0
ago-11	NIDE	3	101	0.0
ago-11	NIH4HI	5	104	1.3
ago-11	NPUE	1	101	1.7
ago-11	NPUE	1	101	0.8
ago-11	PMORHI	5	102	1.7
ago-11	PUPI	3	106	7.9
ago-11	PVIEHI	5	107	1.0
ago-11	QULLHI	5	104	2.7
ago-11	REOLHI	5	102	2.0
ago-11	RHONHI	5	107	12.8
ago-11	RREYHI	5	107	1.9
ago-11	SANDHI	5	103	0.0
ago-11	SEMIHI	5	105	0.0
ago-11	SJUAFV	6	104	0.2
ago-11	SMARHI	5	104	1.0
ago-11	SNIC	1	105	0.0
ago-11	SROQHI	5	102	2.7
ago-11	TUNAHI	5	107	7.1
ago-11	ULLUHI	5	104	7.2
sep-11	AESP	1	105	0.0
sep-11	AESP	1	105	0.3
sep-11	AMEGHI	5	108	6.6
sep-11	ARAUEO	4	107	0.1
sep-11	CACVHI	5	104	0.0
sep-11	CADIHI	5	107	3.5
sep-11	CALEHI	5	102	0.7
sep-11	CARRHI	5	104	6.3
sep-11	CASSHI	5	102	2.6
sep-11	CEJEHI	5	102	0.0
sep-11	COROHI	5	104	1.1
sep-11	CVIEHI	5	104	2.1
sep-11	DIADEO	4	108	0.9
sep-11	ESCAHI	5	107	5.5
sep-11	ETIGHI	5	104	1.7
sep-11	FSIMHI	5	102	2.6
sep-11	ISBA	3	107	3.2
sep-11	LDCU	1	104	0.0
sep-11	LDCU	1	104	0.0
sep-11	LMADHI	5	107	7.7
sep-11	LMO2HI	5	102	0.0
sep-11	LQUIHI	5	107	1.3
sep-11	LVINHI	5	102	1.7
sep-11	NECOEO	4	101	0.0
sep-11	NIDE	3	101	0.0
sep-11	NIH4HI	5	104	13.6
sep-11	NPUE	1	101	0.0
sep-11	NPUE	1	101	0.3
sep-11	PMORHI	5	102	1.6
sep-11	PUPI	3	106	7.8
sep-11	PVIEHI	5	107	0.4
sep-11	QULLHI	5	104	5.2
sep-11	REOLHI	5	102	1.9
sep-11	RHONHI	5	107	10.0
sep-11	RREYHI	5	107	1.6
sep-11	SANDHI	5	103	0.0
sep-11	SEMIHI	5	105	0.0
sep-11	SJUAFV	6	104	0.2
sep-11	SMARHI	5	104	1.7
sep-11	SNIC	1	105	0.0
sep-11	SROQHI	5	102	2.7
sep-11	TUNAHI	5	107	6.7
sep-11	ULLUHI	5	104	13.1
oct-11	AESP	1	105	0.0
oct-11	AESP	1	105	0.0
oct-11	AMEGHI	5	108	7.6
oct-11	ARAUEO	4	107	0.1
oct-11	CACVHI	5	104	0.0
oct-11	CADIHI	5	107	2.9
oct-11	CALEHI	5	102	0.7
oct-11	CARRHI	5	104	6.3
oct-11	CASSHI	5	102	2.4
oct-11	CEJEHI	5	102	0.0
oct-11	COROHI	5	104	2.4
oct-11	CVIEHI	5	104	2.4
oct-11	DIADEO	4	108	1.3
oct-11	ESCAHI	5	107	6.0
oct-11	ETIGHI	5	104	3.8
oct-11	FSIMHI	5	102	2.3
oct-11	ISBA	3	107	1.7
oct-11	LDCU	1	104	0.0
oct-11	LDCU	1	104	0.0
oct-11	LMADHI	5	107	9.0
oct-11	LMO2HI	5	102	0.0
oct-11	LQUIHI	5	107	0.7
oct-11	LVINHI	5	102	1.3
oct-11	NECOEO	4	101	0.0
oct-11	NIDE	3	101	0.0
oct-11	NIH4HI	5	104	3.9
oct-11	NPUE	1	101	0.0
oct-11	NPUE	1	101	0.0
oct-11	PMORHI	5	102	1.7
oct-11	PUPI	3	106	7.6
oct-11	PVIEHI	5	107	1.3
oct-11	QULLHI	5	104	9.3
oct-11	REOLHI	5	102	1.8
oct-11	RHONHI	5	107	10.8
oct-11	RREYHI	5	107	1.6
oct-11	SANDHI	5	103	0.0
oct-11	SARC	1	104	0.0
oct-11	SEMIHI	5	105	0.0
oct-11	SJUAFV	6	104	0.2
oct-11	SMARHI	5	104	1.9
oct-11	SNIC	1	105	0.0
oct-11	SROQHI	5	102	2.8
oct-11	TIMB	1	105	0.9
oct-11	TUNAHI	5	107	5.7
oct-11	ULLUHI	5	104	23.3
nov-11	AESP	1	105	0.0
nov-11	AESP	1	105	0.0
nov-11	AMEGHI	5	108	10.7
nov-11	ARAUEO	4	107	0.3
nov-11	CACVHI	5	104	0.0
nov-11	CADIHI	5	107	3.9
nov-11	CALEHI	5	102	0.7
nov-11	CARRHI	5	104	3.1
nov-11	CASSHI	5	102	2.8
nov-11	CEJEHI	5	102	0.0
nov-11	COROHI	5	104	2.3
nov-11	CVIEHI	5	104	2.5
nov-11	DIADEO	4	108	2.2
nov-11	ESCAHI	5	107	6.1
nov-11	ETIGHI	5	104	3.6
nov-11	FSIMHI	5	102	2.6
nov-11	ISBA	3	107	0.0
nov-11	LDCU	1	104	0.0
nov-11	LDCU	1	104	0.0
nov-11	LMADHI	5	107	12.1
nov-11	LMO2HI	5	102	0.0
nov-11	LQUIHI	5	107	0.9
nov-11	LVINHI	5	102	1.6
nov-11	NECOEO	4	101	0.0
nov-11	NIDE	3	101	0.0
nov-11	NIH4HI	5	104	0.3
nov-11	NPUE	1	101	0.0
nov-11	NPUE	1	101	0.0
nov-11	PMORHI	5	102	1.8
nov-11	PUPI	3	106	5.6
nov-11	PVIEHI	5	107	2.2
nov-11	QULLHI	5	104	9.4
nov-11	REOLHI	5	102	2.0
nov-11	RHONHI	5	107	11.0
nov-11	RREYHI	5	107	1.5
nov-11	SANDHI	5	103	0.0
nov-11	SARC	1	104	0.0
nov-11	SEMIHI	5	105	0.0
nov-11	SJUAFV	6	104	0.2
nov-11	SMARHI	5	104	1.4
nov-11	SNIC	1	105	0.0
nov-11	SROQHI	5	102	3.1
nov-11	TABA	3	107	5.3
nov-11	TIMB	1	105	0.0
nov-11	TUNAHI	5	107	4.3
nov-11	ULLUHI	5	104	23.1
dic-11	AESP	1	105	0.0
dic-11	AESP	1	105	0.0
dic-11	AMEGHI	5	108	12.4
dic-11	ARAUEO	4	107	0.6
dic-11	CACVHI	5	104	0.0
dic-11	CADIHI	5	107	3.4
dic-11	CALEHI	5	102	0.9
dic-11	CARRHI	5	104	7.3
dic-11	CASSHI	5	102	3.4
dic-11	CEJEHI	5	102	0.1
dic-11	COROHI	5	104	3.2
dic-11	CVIEHI	5	104	2.4
dic-11	DIADEO	4	108	1.9
dic-11	ESCAHI	5	107	2.7
dic-11	ETIGHI	5	104	4.7
dic-11	FSIMHI	5	102	3.2
dic-11	ISBA	3	107	0.0
dic-11	LDCU	1	104	0.0
dic-11	LDCU	1	104	0.0
dic-11	LMADHI	5	107	8.6
dic-11	LMO2HI	5	102	0.0
dic-11	LQUIHI	5	107	1.0
dic-11	LVINHI	5	102	0.7
dic-11	NECOEO	4	101	0.0
dic-11	NIDE	3	101	0.0
dic-11	NIH4HI	5	104	10.4
dic-11	NPUE	1	101	0.0
dic-11	NPUE	1	101	0.0
dic-11	PMORHI	5	102	2.9
dic-11	PUPI	3	106	7.9
dic-11	PVIEHI	5	107	4.5
dic-11	QULLHI	5	104	9.1
dic-11	RAW1EO	4	108	0.9
dic-11	RAW2EO	4	108	1.8
dic-11	REOLHI	5	102	2.5
dic-11	RHONHI	5	107	11.1
dic-11	RREYHI	5	107	2.2
dic-11	SANDHI	5	103	0.0
dic-11	SARC	1	104	0.0
dic-11	SEMIHI	5	105	0.0
dic-11	SJUAFV	6	104	0.2
dic-11	SMARHI	5	104	2.2
dic-11	SNIC	1	105	0.0
dic-11	SROQHI	5	102	4.0
dic-11	TABA	3	107	0.8
dic-11	TIMB	1	105	0.0
dic-11	TUNAHI	5	107	4.3
dic-11	ULLUHI	5	104	25.7
ene-12	AESP	1	105	0.0
ene-12	AESP	1	105	0.0
ene-12	AMEGHI	5	108	11.7
ene-12	ARAUEO	4	107	0.8
ene-12	CACVHI	5	104	0.0
ene-12	CADIHI	5	107	2.7
ene-12	CALEHI	5	102	0.9
ene-12	CARRHI	5	104	8.9
ene-12	CASSHI	5	102	3.4
ene-12	CEJEHI	5	102	0.0
ene-12	COROHI	5	104	3.6
ene-12	CVIEHI	5	104	2.2
ene-12	DIADEO	4	108	2.0
ene-12	ESCAHI	5	107	2.0
ene-12	ETIGHI	5	104	5.7
ene-12	FSIMHI	5	102	3.2
ene-12	ISBA	3	107	0.0
ene-12	LDCU	1	104	0.0
ene-12	LDCU	1	104	0.0
ene-12	LMADHI	5	107	9.3
ene-12	LMO2HI	5	102	0.0
ene-12	LQUIHI	5	107	1.1
ene-12	LVINHI	5	102	2.3
ene-12	NECOEO	4	101	0.0
ene-12	NIDE	3	101	0.0
ene-12	NIH4HI	5	104	9.1
ene-12	NPUE	1	101	0.0
ene-12	NPUE	1	101	0.6
ene-12	PMORHI	5	102	2.5
ene-12	PNUE	1	101	4.1
ene-12	PNUE	1	101	4.5
ene-12	PUPI	3	106	1.8
ene-12	PVIEHI	5	107	7.3
ene-12	QULLHI	5	104	11.2
ene-12	RAW1EO	4	108	12.1
ene-12	RAW2EO	4	108	3.9
ene-12	REOLHI	5	102	2.6
ene-12	RHONHI	5	107	11.0
ene-12	RREYHI	5	107	2.7
ene-12	SANDHI	5	103	0.0
ene-12	SARC	1	104	0.0
ene-12	SEMIHI	5	105	0.0
ene-12	SGUIHI	5	104	0.0
ene-12	SJUAFV	6	104	0.2
ene-12	SMARHI	5	104	1.9
ene-12	SNIC	1	105	0.0
ene-12	SROQHI	5	102	4.4
ene-12	TABA	3	107	0.0
ene-12	TIMB	1	105	0.0
ene-12	TUNAHI	5	107	4.4
ene-12	ULLUHI	5	104	26.0
feb-12	AESP	1	105	0.0
feb-12	AESP	1	105	0.0
feb-12	AMEGHI	5	108	8.7
feb-12	ARAUEO	4	107	1.4
feb-12	CACVHI	5	104	0.0
feb-12	CADIHI	5	107	2.8
feb-12	CALEHI	5	102	0.8
feb-12	CARRHI	5	104	5.4
feb-12	CASSHI	5	102	2.6
feb-12	CEJEHI	5	102	0.1
feb-12	CESPHI	5	103	1.1
feb-12	CIPOHI	5	103	1.1
feb-12	COROHI	5	104	2.8
feb-12	CVIEHI	5	104	1.6
feb-12	DIADEO	4	108	1.8
feb-12	ESCAHI	5	107	1.2
feb-12	ETIGHI	5	104	4.2
feb-12	FSIMHI	5	102	2.5
feb-12	ISBA	3	107	0.0
feb-12	LDCU	1	104	0.1
feb-12	LDCU	1	104	0.1
feb-12	LMADHI	5	107	9.5
feb-12	LMO2HI	5	102	0.0
feb-12	LQUIHI	5	107	1.2
feb-12	LVINHI	5	102	0.9
feb-12	NECOEO	4	101	0.0
feb-12	NIDE	3	101	0.0
feb-12	NIH4HI	5	104	4.6
feb-12	NPUE	1	101	0.0
feb-12	NPUE	1	101	0.0
feb-12	PMORHI	5	102	1.7
feb-12	PNUE	1	101	0.0
feb-12	PNUE	1	101	0.0
feb-12	PUPI	3	106	0.0
feb-12	PVIEHI	5	107	6.1
feb-12	QULLHI	5	104	8.1
feb-12	RAW1EO	4	108	12.0
feb-12	RAW2EO	4	108	7.4
feb-12	REOLHI	5	102	2.0
feb-12	RHONHI	5	107	10.2
feb-12	ROMEHI	5	103	0.7
feb-12	RREYHI	5	107	1.8
feb-12	SALOHI	5	104	0.0
feb-12	SANDHI	5	103	0.2
feb-12	SARC	1	104	0.0
feb-12	SEMIHI	5	105	0.0
feb-12	SGUIHI	5	104	0.0
feb-12	SJUAFV	6	104	0.2
feb-12	SMARHI	5	104	2.1
feb-12	SNIC	1	105	0.0
feb-12	SROQHI	5	102	5.9
feb-12	TABA	3	107	0.1
feb-12	TIMB	1	105	0.0
feb-12	TUNAHI	5	107	5.1
feb-12	ULLUHI	5	104	19.7
mar-12	AESP	1	105	0.0
mar-12	AESP	1	105	0.0
mar-12	AMEGHI	5	108	7.2
mar-12	ARAUEO	4	107	2.2
mar-12	CACVHI	5	104	0.0
mar-12	CADIHI	5	107	6.1
mar-12	CALEHI	5	102	0.8
mar-12	CARRHI	5	104	6.3
mar-12	CASSHI	5	102	7.2
mar-12	CEJEHI	5	102	0.0
mar-12	CESPHI	5	103	3.3
mar-12	CIPOHI	5	103	3.0
mar-12	COROHI	5	104	2.6
mar-12	CVIEHI	5	104	1.7
mar-12	DIADEO	4	108	2.1
mar-12	ESCAHI	5	107	3.2
mar-12	ETIGHI	5	104	3.8
mar-12	FSIMHI	5	102	7.5
mar-12	ISBA	3	107	0.0
mar-12	LDCU	1	104	0.0
mar-12	LDCU	1	104	0.0
mar-12	LMADHI	5	107	12.9
mar-12	LMO2HI	5	102	0.0
mar-12	LQUIHI	5	107	1.3
mar-12	LVINHI	5	102	2.2
mar-12	NECOEO	4	101	0.0
mar-12	NIDE	3	101	0.0
mar-12	NIH4HI	5	104	6.6
mar-12	NPUE	1	101	0.0
mar-12	NPUE	1	101	0.0
mar-12	PMORHI	5	102	4.0
mar-12	PNUE	1	101	0.0
mar-12	PNUE	1	101	0.0
mar-12	PUPI	3	106	3.6
mar-12	PVIEHI	5	107	10.3
mar-12	QULLHI	5	104	5.3
mar-12	RAW1EO	4	108	12.4
mar-12	RAW2EO	4	108	7.8
mar-12	REOLHI	5	102	7.0
mar-12	RHONHI	5	107	11.7
mar-12	ROMEHI	5	103	2.1
mar-12	RREYHI	5	107	1.8
mar-12	SALOHI	5	104	0.1
mar-12	SANDHI	5	103	1.0
mar-12	SARC	1	104	0.0
mar-12	SEMIHI	5	105	0.0
mar-12	SGUIHI	5	104	0.0
mar-12	SJUAFV	6	104	0.2
mar-12	SMARHI	5	104	1.8
mar-12	SNIC	1	105	0.0
mar-12	SROQHI	5	102	7.0
mar-12	TABA	3	107	0.1
mar-12	TIMB	1	105	0.0
mar-12	TUNAHI	5	107	6.7
mar-12	ULLUHI	5	104	14.7
abr-12	AESP	1	105	0.0
abr-12	AESP	1	105	0.0
abr-12	AMEGHI	5	108	5.5
abr-12	ARAUEO	4	107	2.5
abr-12	CACVHI	5	104	0.0
abr-12	CADIHI	5	107	6.0
abr-12	CALEHI	5	102	0.8
abr-12	CARRHI	5	104	6.1
abr-12	CASSHI	5	102	5.1
abr-12	CEJEHI	5	102	0.1
abr-12	CESPHI	5	103	3.5
abr-12	CIPOHI	5	103	3.0
abr-12	COROHI	5	104	1.2
abr-12	CVIEHI	5	104	1.3
abr-12	DIADEO	4	108	2.2
abr-12	ESCAHI	5	107	1.6
abr-12	ETIGHI	5	104	1.9
abr-12	FSIMHI	5	102	5.5
abr-12	ISBA	3	107	0.0
abr-12	LDCU	1	104	0.1
abr-12	LDCU	1	104	0.1
abr-12	LMADHI	5	107	13.4
abr-12	LMO2HI	5	102	0.0
abr-12	LQUIHI	5	107	1.3
abr-12	LVINHI	5	102	2.1
abr-12	NECOEO	4	101	0.0
abr-12	NIDE	3	101	0.0
abr-12	NIH4HI	5	104	4.2
abr-12	NPUE	1	101	0.0
abr-12	NPUE	1	101	0.0
abr-12	PMORHI	5	102	3.8
abr-12	PNUE	1	101	0.0
abr-12	PNUE	1	101	0.0
abr-12	PUPI	3	106	6.3
abr-12	PVIEHI	5	107	9.8
abr-12	QULLHI	5	104	3.4
abr-12	RAW1EO	4	108	12.8
abr-12	RAW2EO	4	108	7.9
abr-12	REOLHI	5	102	4.4
abr-12	RHONHI	5	107	12.0
abr-12	ROMEHI	5	103	1.9
abr-12	RREYHI	5	107	3.5
abr-12	SALOHI	5	104	0.1
abr-12	SANDHI	5	103	0.8
abr-12	SARC	1	104	0.0
abr-12	SEMIHI	5	105	0.0
abr-12	SGUIHI	5	104	0.0
abr-12	SJUAFV	6	104	0.2
abr-12	SMARHI	5	104	0.8
