,y,v(y)
0,0.01,0.04973684210526316
1,0.02,0.08842105263157896
2,0.03,0.11605263157894738
3,0.04,0.13263157894736843
4,0.05,0.13815789473684212
5,0.060000000000000005,0.13263157894736843
6,0.07,0.11605263157894738
7,0.08,0.08842105263157896
8,0.09,0.04973684210526316
