2011,100,0,0,0,0,0
2012,75,25,0,0,0,0
2013,0,100,0,0,0,0
2014,1.5,98.5,0,0,0,0
2015,0,100,0,0,0,0
2016,1.5,98,0.5,0,0,0
2017,0,100,0,0,0,0
2018,0,22.5,0,77.5,0,0
2019,0,9,0,91,0,0
2020,0,5,0,95,0,0
