2011,5.5,0,0,0,0,0
2012,107.5,35.5,0,0,0,0
2013,0,108.5,0,0,0,0
2014,1.5,103,0,0,0,0
2015,0,83.5,0,0,0,0
2016,1,57.5,0,0,0,0
2017,0,59,0,0,0,0
2018,0,120.5,0,417.5,0,0
2019,0,164,0,1619.5,0,0
2020,0,116,0,2166,0,0
