2011,15.7,0.01,1255.5,1.08,1271.2,1.09,116349.5
2012,347.7,0.29,1451.9,1.2,1799.6,1.48,121293.1
2013,446.4,0.36,1273.2,1.02,1719.6,1.37,125166.4
2014,612.9,0.48,1456.5,1.15,2069.4,1.64,126467
2015,592.8,0.45,1623.6,1.23,2216.4,1.68,132106.8
2016,547.2,0.41,1820.5,1.37,2367.7,1.78,132961.3
2017,615.8,0.46,1695.8,1.28,2311.6,1.74,132507.4
2018,1412.9,1.06,1431.7,1.08,2844.6,2.14,132889
2019,4995.6,3.88,1461.1,1.13,6456.7,5.01,128884.1
2020,5767.4,6.72,757.4,0.88,6524.8,7.61,85793
