2011,1,121.1,0.01186603433409109
2011,2,130.3,0.01426788138933906
2011,3,149,0.01511922881785895
2011,4,135,0.01515763945028294
2011,5,101.4,0.01061457777219483
2011,6,77.29999999999998,0.007635171174018685
2011,7,81.2,0.007691943352436888
2011,8,95.7,0.009286663884872539
2011,9,114.7,0.01262895962476466
2011,10,123.7,0.01367273852683703
2011,11,126.6,0.01333614242073107
2011,12,147,0.01457046853472628
2012,1,170.1,0.01576342810542314
2012,2,137.8,0.01369958344517681
2012,3,177.5999999999999,0.01740323370896619
2012,4,155.5,0.0172618585082646
2012,5,154.3,0.01604617304492512
2012,6,175.1,0.01696212341373632
2012,7,190.3,0.01718796571438894
2012,8,177.7,0.01707438937678959
2012,9,173.4999999999999,0.01857900091021041
2012,10,192.3999999999999,0.01999708982060822
2012,11,209.3999999999999,0.02085449656408724
2012,12,226.5,0.02095030199883455
2013,1,186.2,0.01673136366903889
2013,2,180.3,0.01833826625575931
2013,3,169.8999999999999,0.01741349622827156
2013,4,143.5,0.0154327626258281
2013,5,127.6,0.01248862223875192
2013,6,112.1,0.01083458174261828
2013,7,115.3,0.01033515296564212
2013,8,158.5,0.01453768332614857
2013,9,180.8999999999999,0.01775008585586027
2013,10,197.1,0.0196172105938909
2013,11,195.1000000000001,0.01948856258116073
2013,12,212.6,0.01731538267321491
2014,1,213.2,0.01776030255824997
2014,2,175.8,0.01789495114006514
2014,3,219.4,0.02241108092095855
2014,4,190.9,0.01989494966338037
2014,5,165.7,0.01591876338972629
2014,6,135.8,0.01245677279690323
2014,7,139.7,0.01229331479509675
2014,8,184.3,0.01756794112880932
2014,9,212.4,0.02165689523323986
2014,10,212.3,0.01982907579507776
2014,11,221,0.02136359681769408
2014,12,233,0.02074910502787326
2015,1,222.7,0.0190241068835318
2015,2,202.2,0.01895903460820808
2015,3,222.0999999999999,0.01923193488331817
2015,4,210.1,0.02095467964573526
2015,5,182.5999999999999,0.01744430432955022
2015,6,155.8,0.01384347455217515
2015,7,150.5,0.01263919915346759
2015,8,180.1,0.01618105531746674
2015,9,222.3000000000001,0.02107089032331448
2015,10,234.1,0.02183320587192927
2015,11,251.9999999999999,0.02465946453734147
2015,12,275.2,0.02310779720221002
2016,1,270,0.02187138008408331
2016,2,249.9,0.02130107911829387
2016,3,261.1,0.0249581799933088
2016,4,216.9999999999999,0.02108433734939759
2016,5,166.6,0.01467569876939069
2016,6,163.9,0.01387736440146986
2016,7,183.4999999999999,0.01539352046037951
2016,8,195.1999999999999,0.01800090373389647
2016,9,228.5,0.02203152870847997
2016,10,225.1999999999999,0.02264500040222025
2016,11,224.4,0.02217413215545608
2016,12,248.2000000000001,0.02109163217961029
2017,1,245.5,0.01960095489784349
2017,2,210,0.01896179649477648
2017,3,218.4999999999999,0.0196453938968909
2017,4,205.8,0.0210132941248545
2017,5,197.7,0.01831369497554468
2017,6,175.2,0.01542348560210577
2017,7,183.1,0.0155216845817368
2017,8,209.3,0.01884346330791462
2017,9,239.4,0.02313356396034246
2017,10,255.8,0.02501148885825193
2017,11,245.9000000000001,0.02376878836208981
2017,12,248.4,0.02067932067932068
2018,1,241.1,0.01952195106152127
2018,2,208.0000000000001,0.01823889444239842
2018,3,196.7,0.01748879721175048
2018,4,180.1,0.01716333279330621
2018,5,181.6,0.01702686231306549
2018,6,208.8,0.01751075552871915
2018,7,228.1999999999999,0.01810277808627774
2018,8,285.7,0.02439857553993698
2018,9,324.2000000000001,0.03316115174142076
2018,10,379.2,0.03839922229423201
2018,11,428.3000000000001,0.04270615215873966
2018,12,487.7000000000001,0.04512272975398537
2019,1,514.4999999999999,0.04397886962765411
2019,2,437.3000000000001,0.04084243952554404
2019,3,520.8000000000001,0.0514619420756712
2019,4,554.2,0.05788050005744186
2019,5,520.9000000000002,0.05016757839587027
2019,6,589.4000000000001,0.05536403685926038
2019,7,611.0000000000002,0.05089885206844273
2019,8,677.8000000000001,0.05913969112642876
2019,9,809.3000000000005,0.07924136648030476
2019,10,804.6999999999999,0.077587619919973
2019,11,858.0999999999999,0.08137737441558317
2019,12,912.3000000000002,0.08174950939541387
2020,1,957.6000000000001,0.07988987611062447
2020,2,898.0000000000006,0.0828604382929643
2020,3,912.8000000000003,0.08194337217444389
2020,4,837.5000000000001,0.09813571436941214
2020,5,927.8000000000002,0.09650710437080033
2020,6,915.2,0.08492395631315709
2020,7,964.2,0.07916581140440905
2020,8,1180.2,0.1100368281199011
