Year,Month,Energia[GWh],Energia[%]
2011,1,6.9,7.0769230769230775
2011,2,6.0,6.1538461538461515
2011,3,6.6,6.769230769230767
2011,4,6.1,6.2564102564102555
2011,5,7.5,7.6923076923076925
2011,6,6.6,6.769230769230767
2011,7,7.199999999999998,7.384615384615383
2011,8,10.7,10.974358974358971
2011,9,11.0,11.28205128205128
2011,10,9.3,9.538461538461537
2011,11,10.9,11.17948717948718
2011,12,8.700000000000001,8.923076923076922
2012,1,1.8,1.416207710464202
2012,2,0.1,0.07867820613690009
2012,3,3.7,2.9110936270653034
2012,4,6.3,4.956726986624705
2012,5,11.0,8.654602675059007
2012,6,14.0,11.01494885916601
2012,7,15.9,12.509834775767109
2012,8,10.3,8.103855232100708
2012,9,20.0,15.73564122738002
2012,10,19.0,14.948859166011019
2012,11,17.1,13.45397324940991
2012,12,7.9,6.215578284815107
2013,1,6.4,4.786836200448766
2013,2,5.9,4.412864622288707
2013,3,6.3,4.712041884816754
2013,4,6.7,5.011219147344803
2013,5,11.6,8.676140613313391
2013,6,15.3,11.443530291697831
2013,7,19.4,14.51009723261032
2013,8,15.3,11.443530291697831
2013,9,16.7,12.490650710546
2013,10,15.0,11.2191473448018
2013,11,9.2,6.8810770381451025
2013,12,5.9,4.412864622288707
2014,1,5.9,5.202821869488536
2014,2,5.6,4.938271604938271
2014,3,6.8,5.996472663139329
2014,4,6.0,5.291005291005291
2014,5,9.2,8.112874779541446
2014,6,10.4,9.171075837742503
2014,7,4.9,4.320987654320987
2014,8,12.2,10.75837742504409
2014,9,17.2,15.167548500881828
2014,10,16.2,14.285714285714278
2014,11,12.1,10.670194003527339
2014,12,6.9,6.084656084656085
2015,1,5.3,2.716555612506407
2015,2,4.6,2.3577652485904657
2015,3,16.0,8.200922603792925
2015,4,19.5,9.994874423372627
2015,5,8.7,4.4592516658124035
2015,6,18.5,9.48231676063557
2015,7,24.7,12.66017426960533
2015,8,22.3,11.43003587903639
2015,9,23.2,11.89133777549974
2015,10,24.5,12.55766273705792
2015,11,16.0,8.200922603792925
2015,12,11.8,6.048180420297284
2016,1,21.0,10.86394205897569
2016,2,20.1,10.39834454216244
2016,3,23.6,12.20900155199172
2016,4,9.8,5.069839627521987
2016,5,10.1,5.225038799793068
2016,6,16.3,8.43248836006208
2016,7,9.8,5.069839627521987
2016,8,10.2,5.276771857216762
2016,9,23.2,12.002069322296949
2016,10,22.2,11.484738748060009
2016,11,15.6,8.070356958096225
2016,12,11.4,5.897568546301086
2017,1,16.5,6.801319043693322
2017,2,18.8,7.7493816982687544
2017,3,20.3,8.367683429513601
2017,4,10.2,4.204451772464963
2017,5,9.0,3.709810387469085
2017,6,21.7,8.94476504534213
2017,7,27.3,11.25309150865623
2017,8,26.4,10.88211046990932
2017,9,27.9,11.50041220115416
2017,10,27.0,11.12943116240725
2017,11,22.4,9.23330585325639
2017,12,15.1,6.224237427864798
2018,1,10.7,4.247717348154029
2018,2,13.7,5.438666137356093
2018,3,6.7,2.659785629217944
2018,4,6.5,2.5803890432711394
2018,5,19.6,7.78086542278682
2018,6,33.4,13.25922985311631
2018,7,33.9,13.45772131798333
2018,8,34.8,13.81500595474395
2018,9,31.1,12.346169114728069
2018,10,23.5,9.329098848749505
2018,11,22.8,9.051210797935687
2018,12,15.2,6.034140531957124
2019,1,9.8,3.275401069518717
2019,2,14.9,4.97994652406417
2019,3,15.7,5.247326203208555
2019,4,12.7,4.244652406417111
2019,5,19.4,6.4839572192513355
2019,6,33.4,11.16310160427807
2019,7,33.2,11.09625668449198
2019,8,33.5,11.196524064171118
2019,9,36.7,12.266042780748661
2019,10,34.5,11.5307486631016
2019,11,30.3,10.127005347593581
2019,12,25.1,8.38903743315508
2020,1,16.1,7.551594746716696
2020,2,12.9,6.050656660412757
2020,3,15.2,7.129455909943714
2020,4,16.9,7.926829268292682
2020,5,18.9,8.864915572232642
2020,6,39.3,18.43339587242026
2020,7,44.5,20.87242026266416
2020,8,49.40000000000001,23.17073170731707
