2011,1,1,0,0
2011,1,5,114.1,9.088012743926722
2011,1,4,0.1,0.6369426751592357
2011,1,3,6.9,7.076923076923077
2011,1,6,0,0
2011,2,1,0,0
2011,2,5,123.7,9.852648347272
2011,2,4,0.6,3.821656050955414
2011,2,3,6,6.153846153846152
2011,2,6,0,0
2011,3,1,0,0
2011,3,5,141.6,11.27837514934289
2011,3,4,0.7,4.45859872611465
2011,3,3,6.6,6.769230769230767
2011,3,6,0.1,5.882352941176472
2011,4,1,0,0
2011,4,5,128,10.19514137793708
2011,4,4,0.7,4.45859872611465
2011,4,3,6.1,6.256410256410255
2011,4,6,0.2,11.76470588235294
2011,5,1,5.5,16.87116564417178
2011,5,5,87.40000000000001,6.961369972122661
2011,5,4,0.8,5.095541401273886
2011,5,3,7.5,7.692307692307692
2011,5,6,0.2,11.76470588235294
2011,6,1,6.3,19.32515337423313
2011,6,5,63.1,5.025886101154919
2011,6,4,1.2,7.643312101910828
2011,6,3,6.6,6.769230769230767
2011,6,6,0.1,5.882352941176472
2011,7,1,12.5,38.34355828220859
2011,7,5,60.3,4.802867383512545
2011,7,4,1.1,7.006369426751593
2011,7,3,7.199999999999999,7.384615384615382
2011,7,6,0.1,5.882352941176472
2011,8,1,6.8,20.85889570552147
2011,8,5,77.60000000000001,6.180804460374353
2011,8,4,0.4,2.547770700636943
2011,8,3,10.7,10.97435897435897
2011,8,6,0.2,11.76470588235294
2011,9,1,0.6,1.840490797546012
2011,9,5,101.9,8.116288331342094
2011,9,4,1,6.369426751592357
2011,9,3,11,11.28205128205128
2011,9,6,0.2,11.76470588235294
2011,10,1,0.9,2.760736196319018
2011,10,5,111.9,8.912783751493428
2011,10,4,1.4,8.917197452229301
2011,10,3,9.299999999999999,9.538461538461537
2011,10,6,0.2,11.76470588235294
2011,11,1,0,0
2011,11,5,113,9.000398247710075
2011,11,4,2.5,15.92356687898089
2011,11,3,10.9,11.17948717948718
2011,11,6,0.2,11.76470588235294
2011,12,1,0,0
2011,12,5,132.9,10.58542413381123
2011,12,4,5.2,33.12101910828026
2011,12,3,8.700000000000001,8.923076923076923
2011,12,6,0.2,11.76470588235294
2012,1,1,9.199999999999999,5.418138987043579
2012,1,5,140.1,9.649424891521456
2012,1,4,18.8,5.40696002300834
2012,1,3,1.8,1.416207710464202
2012,1,6,0.2,2.5
2012,2,1,0.2,0.1177856301531213
2012,2,5,114.7,7.899993112473311
2012,2,4,22.6,6.49985619787173
2012,2,3,0.1,0.07867820613690009
2012,2,6,0.2,2.5
2012,3,1,0,0
2012,3,5,149.2,10.27618982023555
2012,3,4,24.5,7.046304285303425
2012,3,3,3.7,2.911093627065303
2012,3,6,0.2,2.5
2012,4,1,0.2,0.1177856301531213
2012,4,5,123.4,8.499207934430746
2012,4,4,25.4,7.30514811619212
2012,4,3,6.3,4.956726986624705
2012,4,6,0.2,2.5
2012,5,1,8.200000000000001,4.829210836277975
2012,5,5,104.5,7.197465390178384
2012,5,4,29.3,8.426804716709809
2012,5,6,0.5,6.25
2012,5,3,11,8.654602675059008
2012,5,2,0.8,2.240896358543418
2012,6,1,46.9,27.62073027090695
2012,6,5,74.5,5.13120738342861
2012,6,4,35.5,10.20995110727639
2012,6,6,0.7,8.75
2012,6,3,14,11.01494885916601
2012,6,2,3.5,9.803921568627452
2012,7,1,59.3,34.92343934040047
2012,7,5,71.80000000000001,4.945244162821131
2012,7,4,39.09999999999999,11.24532643083118
2012,7,6,0.8,10
2012,7,3,15.9,12.50983477576711
2012,7,2,3.4,9.523809523809526
2012,8,1,43.6,25.67726737338045
2012,8,5,91.60000000000001,6.308974447275982
2012,8,4,28.3,8.139200460166812
2012,8,6,1,12.5
2012,8,3,10.3,8.103855232100708
